Cliente,TiempoLLave,TiempoActualizacion
Cliente1,0,204
Cliente1,0,203
Cliente1,0,204
Cliente1,0,203
Cliente1,0,282
Cliente1,0,204
Cliente1,0,203
Cliente1,0,188
Cliente1,0,188
Cliente1,0,203
Cliente1,0,219
Cliente1,0,204
Cliente1,0,187
Cliente1,16,188
Cliente1,0,204
Cliente1,0,203
Cliente1,0,204
Cliente1,0,197
Cliente1,0,203
Cliente1,0,204
Cliente1,0,188
Cliente1,0,203
Cliente1,0,204
Cliente1,15,189
Cliente1,0,204
Cliente1,0,204
Cliente1,0,204
Cliente1,0,204
Cliente1,0,202
Cliente1,0,188
Cliente1,0,203
Cliente1,0,187
Cliente1,0,188
Cliente1,0,204
Cliente1,0,204
Cliente1,0,201
Cliente1,0,203
Cliente1,0,187
Cliente1,0,188
Cliente1,0,187
Cliente1,0,189
Cliente1,16,187
Cliente1,0,202
Cliente1,0,217
Cliente1,0,204
Cliente1,0,219
Cliente1,0,219
Cliente1,0,218
Cliente1,0,188
Cliente1,0,204
Cliente1,0,201
Cliente1,0,188
Cliente1,0,203
Cliente1,0,188
Cliente1,0,204
Cliente1,0,203
Cliente1,0,188
Cliente1,0,196
Cliente1,0,204
Cliente1,0,227
Cliente1,0,194
Cliente1,0,220
Cliente1,0,174
Cliente1,0,189
Cliente1,16,196
Cliente1,0,217
Cliente1,0,203
Cliente1,0,202
Cliente1,0,176
Cliente1,0,210
Cliente1,0,219
Cliente1,0,190
Cliente1,0,201
Cliente1,0,204
Cliente1,0,189
Cliente1,16,187
Cliente1,0,195
Cliente1,0,203
Cliente1,0,203
Cliente1,0,183
Cliente1,0,188
Cliente1,0,203
Cliente1,0,203
Cliente1,0,187
Cliente1,0,192
Cliente1,0,204
Cliente1,0,204
Cliente1,15,189
Cliente1,15,188
Cliente1,0,188
Cliente1,15,193
Cliente1,0,203
Cliente1,0,172
Cliente1,0,204
Cliente1,0,202
Cliente1,0,203
Cliente1,0,205
Cliente1,0,204
Cliente1,0,197
Cliente1,0,203
Cliente1,0,187
Cliente1,0,203
Cliente1,0,206
Cliente1,0,188
