Cliente,TiempoLLave,TiempoActualizacion

Cliente1,0,226
Cliente1,0,240
Cliente1,0,256
Cliente1,0,203
Cliente1,0,203
Cliente1,0,187
Cliente1,16,203
Cliente1,0,240
Cliente1,0,250
Cliente1,0,235
Cliente1,0,218
Cliente1,0,278
Cliente1,0,216
Cliente1,0,213
Cliente1,0,203
Cliente1,0,203
Cliente1,0,222
Cliente1,0,282
Cliente1,0,265
Cliente1,0,281
Cliente1,0,234
Cliente1,0,203
Cliente1,0,206
Cliente1,0,206
Cliente1,0,234
Cliente1,0,250
Cliente1,15,265
Cliente1,0,280
Cliente1,0,240
Cliente1,0,225
Cliente1,0,203
Cliente1,0,202
Cliente1,0,235
Cliente1,0,297
Cliente1,0,203
Cliente1,0,266
Cliente1,0,203
Cliente1,0,188
Cliente1,0,200
Cliente1,0,203
Cliente1,0,265
Cliente1,0,298
Cliente1,0,189
Cliente1,0,216
Cliente1,0,203
Cliente1,0,203
Cliente1,0,206
Cliente1,0,249
Cliente1,0,224
Cliente1,15,204
Cliente1,0,184
Cliente1,0,187
Cliente1,0,203
Cliente1,0,173
Cliente1,0,192
Cliente1,0,202
Cliente1,0,202
Cliente1,0,183
Cliente2,0,282
Cliente3,0,218
Cliente3,0,281
Cliente2,0,267
Cliente1,0,298
Cliente3,0,204
Cliente3,0,203
Cliente5,0,249
Cliente5,0,202
Cliente5,0,219
Cliente6,0,208
Cliente5,0,205
Cliente7,0,298
Cliente1,0,296
Cliente1,0,265
Cliente1,0,202
Cliente8,0,218
Cliente7,0,203
Cliente7,0,203
Cliente8,0,266
Cliente8,0,189
Cliente8,0,189
Cliente8,31,282
Cliente8,0,187
Cliente8,0,203
Cliente8,0,203
Cliente8,0,207
Cliente8,1,222
Cliente8,0,234
Cliente8,0,251
Cliente9,0,296
Cliente9,0,296
Cliente9,0,187
Cliente9,0,218
Cliente9,0,203
Cliente9,0,219
Cliente9,0,234
Cliente9,0,203
Cliente9,0,203
Cliente9,0,187
Cliente9,0,205
Cliente9,0,234
Cliente9,0,203
Cliente9,0,203
Cliente9,0,269
Cliente10,0,234
Cliente10,0,204
Cliente10,0,220
Cliente10,0,205
Cliente10,0,190
Cliente10,0,202
Cliente11,0,298
Cliente11,0,249
Cliente10,0,249
Cliente12,0,203
Cliente12,0,202
Cliente11,0,234
Cliente12,0,218
Cliente14,0,265
Cliente12,0,281
Cliente15,0,192
Cliente15,0,203
Cliente17,0,202
Cliente16,0,205
Cliente17,0,218
Cliente17,0,203
Cliente17,0,265
Cliente17,15,282
Cliente17,0,312
Cliente17,0,203
Cliente17,0,203
Cliente17,0,235
Cliente17,0,265
Cliente17,0,203
Cliente17,0,187
Cliente17,0,281
