Cliente,TiempoLLave,TiempoActualizacionCliente1,0,204
Cliente1,0,204
Cliente1,0,218
Cliente1,0,203
Cliente1,0,234
Cliente1,0,234
Cliente1,0,281
Cliente1,0,297
Cliente1,0,251
Cliente1,0,293
Cliente1,78,187
Cliente1,0,234
Cliente1,0,203
Cliente1,0,222
Cliente1,15,246
Cliente1,0,297
Cliente1,16,234
Cliente1,16,213
Cliente1,0,250
Cliente1,0,234
Cliente1,0,234
Cliente1,16,234
Cliente1,0,218
Cliente1,16,187
Cliente1,0,170
Cliente1,1,221
Cliente1,0,187
Cliente1,0,188
Cliente1,0,203
Cliente1,0,219
Cliente1,0,188
Cliente1,0,270
Cliente1,0,222
Cliente1,0,169
Cliente9,1,250
Cliente1,0,203
Cliente9,0,283
Cliente9,0,218
Cliente8,0,203
Cliente1,0,203
Cliente9,0,188
Cliente9,0,267
Cliente9,0,203
Cliente9,0,187
Cliente9,0,265
Cliente9,0,203
Cliente9,0,202
Cliente9,16,218
Cliente9,0,188
Cliente9,0,196
Cliente11,0,210
Cliente10,0,187
Cliente10,0,203
Cliente11,0,266
Cliente11,0,296
Cliente13,0,189
Cliente14,0,196
Cliente12,0,218
Cliente14,0,199
Cliente14,0,202
Cliente15,0,187
Cliente16,0,203
Cliente15,0,187
Cliente16,0,203
Cliente16,0,203
Cliente18,0,188
Cliente18,0,218
Cliente18,16,187
Cliente19,0,202
Cliente18,0,203
Cliente19,0,202
Cliente20,0,198
Cliente22,0,260
Cliente20,0,203
Cliente23,0,188
