Cliente,TiempoLLave,TiempoActualizacion
Cliente1,0,203
Cliente1,0,203
Cliente1,0,203
Cliente1,0,265
Cliente1,0,204
Cliente1,0,190
Cliente1,0,187
Cliente1,0,207
Cliente1,0,203
Cliente1,0,203
Cliente1,15,204
Cliente1,0,204
Cliente1,0,187
Cliente1,0,204
Cliente1,0,203
Cliente1,0,188
Cliente1,0,203
Cliente1,0,204
Cliente1,0,202
Cliente1,0,204
Cliente1,0,220
Cliente1,0,204
Cliente1,0,219
Cliente1,0,203
Cliente1,0,203
Cliente1,16,188
Cliente1,0,202
Cliente1,0,204
Cliente1,0,203
Cliente1,0,187
Cliente1,0,204
Cliente1,0,199
Cliente1,0,188
Cliente1,0,190
Cliente1,0,204
Cliente1,0,203
Cliente1,0,189
Cliente1,0,188
Cliente1,0,202
Cliente1,0,187
Cliente1,0,215
Cliente1,0,198
Cliente1,0,267
Cliente1,0,188
Cliente1,0,198
Cliente1,0,203
Cliente1,1,237
Cliente1,0,203
Cliente1,0,203
Cliente1,0,203
Cliente1,15,195
Cliente1,0,198
Cliente1,0,197
Cliente1,0,204
Cliente1,0,173
Cliente1,0,204
Cliente1,0,204
Cliente1,0,204
Cliente1,0,204
Cliente1,0,203
Cliente1,15,201
Cliente1,0,187
Cliente1,0,204
Cliente1,0,204
Cliente1,0,203
Cliente1,0,188
Cliente1,0,204
Cliente1,0,219
Cliente1,0,197
Cliente1,0,189
Cliente1,0,212
Cliente3,0,204
Cliente3,0,204
Cliente3,16,174
Cliente3,0,204
Cliente3,0,202
Cliente3,0,188
Cliente3,0,203
Cliente3,0,188
Cliente3,0,202
Cliente3,0,204
Cliente3,0,205
Cliente3,16,187
Cliente3,0,219
Cliente3,0,203
Cliente3,0,198
Cliente3,0,222
Cliente3,0,197
Cliente3,0,187
Cliente3,0,188
Cliente3,0,202
Cliente3,0,203
Cliente3,0,203
Cliente3,0,188
Cliente3,0,202
Cliente3,0,219
Cliente3,0,203
Cliente3,0,188
Cliente3,0,235
Cliente3,0,203
Cliente3,0,188
Cliente3,0,187
Cliente3,0,188
Cliente3,0,203
Cliente3,0,231
Cliente3,0,202
Cliente3,0,203
Cliente3,0,188
Cliente3,0,189
Cliente3,0,188
Cliente3,0,187
Cliente4,0,188
Cliente4,0,173
Cliente5,0,204
Cliente4,0,203
Cliente5,0,204
Cliente5,0,188
Cliente5,0,204
Cliente5,0,188
Cliente5,0,203
Cliente5,0,204
Cliente5,0,187
Cliente5,0,189
Cliente5,0,218
Cliente5,0,168
Cliente5,0,188
Cliente5,0,188
Cliente5,0,204
Cliente5,0,205
Cliente5,0,203
Cliente5,0,203
Cliente5,0,203
Cliente5,0,187
Cliente5,0,189
Cliente5,0,218
Cliente5,0,203
Cliente5,0,204
Cliente6,0,204
Cliente5,15,187
Cliente6,0,204
Cliente6,0,202
Cliente6,0,204
Cliente6,0,203
Cliente6,0,187
Cliente6,0,203
Cliente6,0,187
Cliente6,0,204
Cliente6,0,211
Cliente6,0,203
Cliente6,0,203
Cliente6,0,213
Cliente6,0,187
Cliente6,0,219
Cliente6,0,205
Cliente6,0,201
Cliente6,0,204
Cliente6,16,188
Cliente6,0,220
Cliente6,0,220
Cliente6,0,203
Cliente6,0,196
Cliente6,0,203
Cliente6,0,209
Cliente6,0,203
Cliente6,0,188
Cliente6,0,202
Cliente6,0,204
Cliente6,0,203
Cliente6,0,203
Cliente6,0,218
Cliente6,0,204
Cliente6,0,179
Cliente7,16,203
Cliente7,0,203
Cliente7,0,204
Cliente7,0,204
Cliente7,0,188
Cliente7,0,196
Cliente8,0,203
Cliente8,0,204
Cliente8,0,203
Cliente8,0,204
Cliente8,0,203
Cliente8,0,204
Cliente8,0,204
Cliente8,0,188
Cliente8,0,184
Cliente8,0,204
Cliente8,0,193
Cliente8,0,204
Cliente8,0,204
