Cliente,TiempoLLave,TiempoActualizacion
Cliente1,994,212
Cliente1,343,212
Cliente1,947,227
Cliente1,994,227
Cliente1,994,227
Cliente1,994,227
Cliente1,1009,243
Cliente1,979,259
Cliente1,0,328
Cliente1,0,250
Cliente1,15,234
Cliente1,16,296
Cliente1,0,265
Cliente1,16,249
Cliente1,0,204
Cliente1,0,236
Cliente1,0,236
Cliente1,0,283
Cliente1,15,236
Cliente1,0,236
Cliente1,0,202
Cliente1,1,234
Cliente1,16,234
Cliente1,31,234
Cliente1,0,312
Cliente1,16,281
Cliente1,15,219
Cliente1,0,220
Cliente1,0,296
Cliente1,0,203
Cliente1,15,203
Cliente1,0,219
Cliente1,0,204
Cliente1,16,182
Cliente1,0,204
Cliente1,0,203
Cliente1,0,312
Cliente1,16,218
Cliente1,34,313
Cliente1,0,219
Cliente1,15,220
Cliente1,16,203
Cliente1,16,212
Cliente1,16,202
Cliente1,0,220
Cliente1,16,218
Cliente1,15,219
Cliente1,0,218
Cliente9,16,219
Cliente9,0,218
Cliente9,15,219
Cliente9,15,234
Cliente9,16,218
Cliente9,16,219
Cliente9,0,203
Cliente9,0,221
Cliente9,15,222
Cliente10,16,218
Cliente10,0,203
Cliente10,15,203
Cliente14,16,218
Cliente14,16,202
Cliente14,0,218
Cliente14,16,218
Cliente16,0,241
Cliente16,16,204
Cliente16,1,234
Cliente15,16,202
Cliente16,15,203
Cliente17,0,203
Cliente17,0,219
Cliente22,0,218
