Cliente,TiempoLLave,TiempoActualizacion
Cliente1,970,218
Cliente1,1001,220
Cliente1,1010,220
Cliente1,968,232
Cliente1,986,234
Cliente1,1006,231
Cliente1,614,304
Cliente1,1005,229
Cliente1,10,241
Cliente1,6,297
Cliente1,6,240
Cliente1,9,297
Cliente1,16,219
Cliente1,14,220
Cliente1,12,212
Cliente1,6,215
Cliente1,6,295
Cliente1,7,277
Cliente1,6,246
Cliente1,6,205
Cliente1,7,218
Cliente1,6,203
Cliente1,10,212
Cliente1,10,222
Cliente1,9,260
Cliente1,8,215
Cliente1,9,239
Cliente1,13,213
Cliente1,13,219
Cliente1,11,224
Cliente1,7,212
Cliente1,7,252
Cliente1,13,243
Cliente1,11,275
Cliente1,12,207
Cliente1,11,213
Cliente1,11,213
Cliente1,19,210
Cliente1,8,212
Cliente1,7,238
Cliente1,6,202
Cliente1,6,283
Cliente1,14,210
Cliente1,12,306
Cliente1,13,215
Cliente1,46,212
Cliente1,13,204
Cliente1,6,203
Cliente1,6,205
Cliente1,7,263
Cliente9,13,203
Cliente1,12,211
Cliente1,14,205
Cliente9,12,208
Cliente9,13,201
Cliente9,12,212
Cliente9,9,299
Cliente9,9,208
Cliente9,10,258
Cliente9,8,270
Cliente9,8,240
Cliente10,8,207
Cliente9,7,266
Cliente11,8,212
Cliente9,13,210
Cliente13,11,214
Cliente15,6,274
Cliente16,12,214
Cliente14,12,216
Cliente16,16,208
Cliente12,15,260
Cliente16,14,211
Cliente17,12,217
Cliente16,12,219
Cliente17,12,212
Cliente17,14,208
