Cliente,TiempoLLave,TiempoActualizacion
Cliente1,871,219
Cliente1,887,219
Cliente1,886,219
Cliente1,871,234
Cliente1,902,250
Cliente1,855,281
Cliente1,16,301
Cliente1,16,202
Cliente1,15,236
Cliente1,0,236
Cliente1,12,329
Cliente1,0,265
Cliente1,15,219
Cliente1,15,285
Cliente1,16,285
Cliente1,0,282
Cliente1,15,266
Cliente1,15,241
Cliente1,16,303
Cliente1,0,287
Cliente1,15,226
Cliente1,16,202
Cliente1,16,203
Cliente1,16,219
Cliente1,32,234
Cliente1,31,265
Cliente1,31,203
Cliente1,31,203
Cliente1,16,207
Cliente1,16,179
Cliente1,0,314
Cliente1,31,250
Cliente1,15,265
Cliente1,16,203
Cliente1,15,219
Cliente1,15,265
Cliente1,16,218
Cliente1,16,266
Cliente1,15,219
Cliente1,15,281
Cliente1,0,234
Cliente1,16,202
Cliente1,0,218
Cliente1,15,219
Cliente1,16,219
Cliente1,31,219
Cliente1,16,218
Cliente1,15,219
Cliente1,16,249
Cliente1,32,202
Cliente1,0,203
Cliente1,0,218
Cliente1,0,281
Cliente1,1,343
Cliente1,15,207
Cliente1,16,238
Cliente1,16,207
Cliente1,16,203
Cliente1,0,244
Cliente1,1,241
Cliente1,11,330
Cliente1,0,297
Cliente1,16,296
Cliente1,47,218
Cliente1,0,204
Cliente1,16,203
Cliente1,16,218
Cliente1,0,218
Cliente1,0,218
Cliente1,16,204
Cliente1,0,296
Cliente1,15,219
Cliente1,16,204
Cliente1,16,204
Cliente1,1,238
Cliente1,0,203
Cliente1,0,281
Cliente1,0,266
Cliente1,15,257
Cliente1,16,203
Cliente1,16,218
Cliente1,0,215
Cliente1,0,249
Cliente1,0,249
Cliente1,16,219
Cliente1,15,226
Cliente1,0,219
Cliente1,0,203
Cliente1,0,203
Cliente1,0,221
Cliente1,0,219
Cliente1,1,219
Cliente1,16,219
Cliente1,15,297
Cliente1,15,219
Cliente1,16,203
Cliente1,0,190
Cliente1,16,202
Cliente1,15,203
Cliente1,1,234
Cliente1,15,219
Cliente1,0,196
Cliente1,16,212
Cliente1,1,266
Cliente1,16,297
Cliente1,16,218
Cliente1,16,218
Cliente1,0,204
Cliente1,0,221
Cliente1,15,219
Cliente1,16,251
Cliente1,16,219
Cliente1,0,219
Cliente1,0,218
Cliente1,1,235
Cliente1,16,249
Cliente1,16,207
Cliente1,15,223
Cliente1,0,218
Cliente1,1,312
Cliente1,0,250
Cliente1,16,296
Cliente1,15,250
Cliente1,0,188
Cliente1,16,219
Cliente1,16,205
Cliente1,1,219
Cliente1,0,219
Cliente1,0,218
Cliente1,0,203
Cliente1,0,220
Cliente1,16,218
Cliente1,16,219
Cliente1,13,234
Cliente1,16,203
Cliente1,15,203
Cliente1,16,205
Cliente1,15,219
Cliente1,16,225
Cliente1,40,219
Cliente1,0,203
Cliente1,0,250
Cliente1,15,281
Cliente1,15,203
Cliente1,15,235
Cliente1,14,243
Cliente9,0,282
Cliente1,15,281
Cliente9,15,250
Cliente7,16,218
Cliente1,15,203
Cliente9,0,202
Cliente9,0,298
Cliente9,16,283
Cliente9,31,249
Cliente9,16,228
Cliente9,16,218
Cliente9,16,293
Cliente9,0,214
Cliente9,0,237
Cliente9,16,218
Cliente9,0,218
Cliente9,16,280
Cliente9,16,202
Cliente9,16,218
Cliente9,15,198
Cliente9,0,281
Cliente9,0,281
Cliente9,16,281
Cliente9,16,203
Cliente9,16,203
Cliente9,16,296
Cliente9,16,203
Cliente9,0,218
Cliente9,0,218
Cliente9,0,296
Cliente9,0,240
Cliente9,0,240
Cliente9,0,210
Cliente9,16,219
Cliente9,16,219
Cliente9,15,266
Cliente10,16,281
Cliente9,15,250
Cliente9,16,218
Cliente10,16,205
Cliente9,17,237
Cliente9,31,297
Cliente10,0,203
Cliente10,0,218
Cliente10,0,203
Cliente10,0,219
Cliente10,16,203
Cliente10,0,189
Cliente10,0,266
Cliente10,0,313
Cliente10,0,282
Cliente10,16,203
Cliente10,15,219
Cliente10,16,196
Cliente11,0,282
Cliente11,16,257
Cliente12,0,219
Cliente13,16,250
Cliente12,16,203
Cliente12,0,188
Cliente13,16,203
Cliente13,16,218
Cliente15,0,219
Cliente13,16,281
Cliente13,16,296
Cliente16,0,281
Cliente13,15,281
Cliente16,15,262
Cliente16,1,219
Cliente16,15,220
Cliente16,15,219
Cliente16,15,203
Cliente16,0,203
Cliente16,15,249
Cliente16,16,217
Cliente16,0,218
Cliente16,0,203
Cliente16,0,218
Cliente18,16,223
Cliente16,0,203
Cliente16,0,313
Cliente18,0,257
Cliente18,0,249
Cliente17,0,219
Cliente16,0,281
Cliente18,16,219
Cliente18,16,203
Cliente18,0,205
Cliente19,15,219
Cliente20,0,218
Cliente19,16,202
Cliente18,5,239
Cliente20,0,236
Cliente20,0,219
Cliente20,15,220
Cliente20,16,234
Cliente20,15,203
Cliente20,15,301
Cliente20,1,237
Cliente20,16,203
Cliente20,0,218
Cliente20,0,205
Cliente20,15,219
Cliente20,0,219
Cliente20,0,203
Cliente20,0,202
Cliente20,15,220
Cliente23,15,215
Cliente21,16,205
Cliente23,16,218
Cliente20,15,219
Cliente24,0,204
Cliente24,15,207
Cliente25,0,265
Cliente26,15,210
Cliente25,0,303
Cliente26,0,218
Cliente25,16,203
Cliente26,0,203
Cliente26,16,202
Cliente26,15,281
Cliente26,0,296
Cliente26,0,249
Cliente26,0,289
Cliente26,9,231
Cliente26,0,249
Cliente26,15,296
Cliente26,16,218
Cliente26,16,205
Cliente26,0,203
Cliente26,16,188
Cliente26,0,220
Cliente26,0,234
Cliente26,15,203
Cliente26,0,219
Cliente26,1,234
Cliente26,16,218
Cliente26,1,265
Cliente26,15,201
Cliente26,0,219
Cliente26,0,219
Cliente27,1,265
Cliente28,16,296
Cliente26,15,203
Cliente29,15,203
Cliente26,16,203
Cliente29,0,226
Cliente32,0,236
Cliente31,0,218
Cliente32,16,204
Cliente32,15,203
Cliente32,15,219
Cliente33,1,219
Cliente32,0,204
Cliente33,16,218
Cliente33,15,220
Cliente33,1,219
Cliente33,16,218
Cliente33,15,220
Cliente33,1,328
Cliente33,0,218
Cliente33,31,203
Cliente33,31,203
Cliente33,15,282
Cliente33,16,215
Cliente33,31,203
Cliente33,0,218
Cliente33,1,221
Cliente33,0,235
Cliente33,15,203
Cliente33,16,202
Cliente33,15,203
Cliente33,16,218
Cliente33,0,203
Cliente33,0,218
Cliente33,0,249
Cliente33,15,219
Cliente33,16,250
Cliente33,15,203
Cliente33,0,305
Cliente34,0,289
Cliente34,35,218
Cliente34,16,296
Cliente34,0,215
Cliente33,1,228
Cliente33,15,219
Cliente34,0,220
Cliente34,15,203
Cliente34,15,203
Cliente34,16,203
Cliente34,15,219
Cliente34,16,203
Cliente34,0,219
Cliente34,15,203
Cliente34,16,273
Cliente34,15,250
Cliente34,15,219
Cliente34,0,220
Cliente39,0,298
Cliente34,15,298
Cliente39,16,296
Cliente39,15,203
Cliente37,31,219
Cliente39,15,208
Cliente40,15,251
Cliente40,15,283
Cliente40,16,213
Cliente40,0,277
Cliente39,15,219
Cliente40,0,219
Cliente40,0,218
Cliente40,0,252
Cliente40,0,188
Cliente40,16,208
Cliente40,16,301
Cliente40,0,285
Cliente40,20,212
Cliente40,13,206
Cliente40,0,219
Cliente40,0,252
Cliente40,0,202
Cliente40,16,249
Cliente40,0,281
Cliente40,16,296
Cliente40,16,210
