Cliente,TiempoLLave,TiempoActualizacion
Cliente1,188,205
Cliente1,484,205
Cliente1,406,205
Cliente1,78,267
Cliente1,296,330
Cliente1,578,221
Cliente1,641,267
Cliente1,15,219
Cliente1,0,281
Cliente1,0,218
Cliente1,15,203
Cliente1,16,281
Cliente1,16,234
Cliente1,0,214
Cliente1,15,220
Cliente1,16,203
Cliente1,0,297
Cliente1,0,280
Cliente1,0,265
Cliente1,16,178
Cliente1,16,273
Cliente1,16,227
Cliente1,12,228
Cliente1,0,202
Cliente1,0,271
Cliente1,0,237
Cliente1,0,250
Cliente1,0,250
Cliente1,16,265
Cliente1,1,266
Cliente1,15,203
Cliente1,16,251
Cliente1,0,206
Cliente1,0,203
Cliente1,0,250
Cliente1,0,251
Cliente1,15,205
Cliente1,16,218
Cliente1,0,219
Cliente1,16,220
Cliente1,32,265
Cliente1,15,250
Cliente1,16,281
Cliente1,15,203
Cliente1,0,280
Cliente1,0,281
Cliente1,0,219
Cliente1,0,250
Cliente1,16,203
Cliente1,16,266
Cliente1,1,249
Cliente1,0,296
Cliente1,16,249
Cliente1,0,251
Cliente1,0,265
Cliente1,0,203
Cliente1,15,219
Cliente1,16,216
Cliente1,15,263
Cliente1,0,203
Cliente1,16,204
Cliente1,0,219
Cliente1,0,235
Cliente1,0,312
Cliente1,0,262
Cliente1,16,216
Cliente1,15,279
Cliente1,34,219
Cliente1,31,234
Cliente1,0,282
Cliente1,0,218
Cliente1,0,218
Cliente1,0,266
Cliente1,0,190
Cliente1,0,188
Cliente1,35,205
Cliente1,15,220
Cliente1,0,266
Cliente1,16,296
Cliente1,16,219
Cliente1,0,218
Cliente1,15,204
Cliente1,15,203
Cliente1,15,250
Cliente1,16,266
Cliente1,15,203
Cliente1,15,203
Cliente2,0,238
Cliente9,0,296
Cliente9,0,218
Cliente9,0,203
Cliente1,31,203
Cliente9,0,203
Cliente9,1,234
Cliente9,16,203
Cliente9,0,218
Cliente9,15,265
Cliente9,16,220
Cliente9,13,257
Cliente9,0,219
Cliente9,0,297
Cliente9,0,281
Cliente9,0,236
Cliente9,0,299
Cliente9,0,221
Cliente9,0,219
Cliente9,16,235
Cliente9,0,218
Cliente9,0,283
Cliente9,15,268
Cliente9,0,220
Cliente9,16,220
Cliente9,0,235
Cliente9,16,201
Cliente9,0,217
Cliente9,0,295
Cliente9,16,203
Cliente9,0,250
Cliente11,0,250
Cliente9,0,250
Cliente9,0,203
Cliente9,0,266
Cliente15,16,203
Cliente15,16,219
Cliente16,0,198
Cliente16,15,219
Cliente16,0,219
Cliente16,0,252
Cliente16,0,218
Cliente16,15,234
Cliente16,15,219
Cliente16,16,218
Cliente16,15,266
Cliente16,15,219
Cliente16,16,265
Cliente16,31,219
Cliente16,16,219
Cliente16,15,220
Cliente16,16,218
Cliente16,16,250
Cliente16,16,203
Cliente16,0,218
Cliente17,1,312
Cliente17,16,265
