Cliente,TiempoLLave,TiempoActualizacion
Cliente1,846,205
Cliente1,829,205
Cliente1,861,205
Cliente1,861,221
Cliente1,845,221
Cliente1,877,221
Cliente1,877,268
Cliente1,861,221
Cliente1,1,234
Cliente1,16,234
Cliente1,16,265
Cliente1,16,234
Cliente1,15,266
Cliente1,16,281
Cliente1,16,218
Cliente1,16,218
Cliente1,15,234
Cliente1,15,220
Cliente1,16,265
Cliente1,15,250
Cliente1,16,282
Cliente1,1,296
Cliente1,0,234
Cliente1,16,250
Cliente1,16,312
Cliente1,16,218
Cliente1,31,203
Cliente1,31,218
Cliente1,20,215
Cliente1,18,228
Cliente1,11,223
Cliente1,27,211
Cliente1,15,251
Cliente1,0,234
Cliente1,0,280
Cliente1,93,251
Cliente1,32,249
Cliente1,16,234
Cliente1,1,234
Cliente1,32,202
Cliente1,0,202
Cliente1,0,220
Cliente1,0,284
Cliente1,16,219
Cliente1,0,235
Cliente1,16,219
Cliente1,16,218
Cliente1,16,218
Cliente1,1,265
Cliente1,0,281
Cliente1,15,203
Cliente1,16,218
Cliente1,15,219
Cliente1,1,225
Cliente1,15,219
Cliente1,15,203
Cliente1,0,205
Cliente1,31,205
Cliente1,16,229
Cliente1,15,237
Cliente1,0,205
Cliente1,0,221
Cliente1,31,203
Cliente1,1,219
Cliente1,15,220
Cliente1,15,220
Cliente1,0,219
Cliente1,0,260
Cliente1,15,276
Cliente1,16,203
Cliente1,0,219
Cliente1,16,202
Cliente1,15,251
Cliente1,15,250
Cliente1,16,218
Cliente1,1,235
Cliente1,0,268
Cliente1,0,218
Cliente1,0,266
Cliente1,15,203
Cliente1,16,202
Cliente1,16,212
Cliente1,15,250
Cliente1,16,218
Cliente1,16,296
Cliente1,0,220
Cliente1,15,219
Cliente1,0,218
Cliente1,0,279
Cliente1,16,266
Cliente1,16,218
Cliente1,16,218
Cliente1,0,185
Cliente1,0,190
Cliente1,0,221
Cliente1,16,204
Cliente1,0,218
Cliente1,0,204
Cliente1,0,203
Cliente1,33,220
Cliente1,1,219
Cliente1,16,218
Cliente1,0,192
Cliente1,0,202
Cliente1,16,201
Cliente1,1,231
Cliente1,16,200
Cliente1,16,201
Cliente1,16,218
Cliente1,16,218
Cliente1,0,218
Cliente1,16,218
Cliente1,0,234
Cliente1,0,296
Cliente1,15,297
Cliente1,16,235
Cliente1,0,218
Cliente1,15,203
Cliente1,0,221
Cliente1,15,299
Cliente1,15,203
Cliente1,16,282
Cliente1,31,203
Cliente1,15,298
Cliente1,1,250
Cliente1,16,280
Cliente1,16,249
Cliente1,15,219
Cliente1,16,202
Cliente1,0,269
Cliente1,0,203
Cliente1,31,203
Cliente1,16,282
Cliente1,31,218
Cliente1,0,249
Cliente1,31,218
Cliente1,15,209
Cliente1,0,208
Cliente1,0,302
Cliente1,16,202
Cliente1,15,219
Cliente1,32,219
Cliente1,0,220
Cliente1,15,203
Cliente1,15,219
Cliente1,0,218
Cliente1,0,218
Cliente1,16,213
Cliente1,16,204
Cliente9,0,281
Cliente9,16,281
Cliente8,16,265
Cliente9,15,219
Cliente9,15,195
Cliente9,3,315
Cliente9,18,314
Cliente9,16,218
Cliente9,0,212
Cliente9,16,297
Cliente9,16,234
Cliente9,0,281
Cliente9,15,281
Cliente9,0,297
Cliente9,16,203
Cliente9,16,280
Cliente9,15,297
Cliente9,0,235
Cliente9,0,235
Cliente9,15,251
Cliente9,0,265
Cliente9,0,218
Cliente9,15,203
Cliente9,0,187
Cliente9,0,225
Cliente9,1,219
Cliente9,0,303
Cliente9,0,224
Cliente9,15,266
Cliente9,32,235
Cliente9,0,219
Cliente9,0,219
Cliente9,0,203
Cliente9,141,208
Cliente9,0,211
Cliente9,0,252
Cliente9,0,234
Cliente9,0,234
Cliente9,15,219
Cliente9,0,234
Cliente9,1,281
Cliente9,0,203
Cliente9,15,219
Cliente10,16,202
Cliente9,0,203
Cliente10,37,234
Cliente10,0,218
Cliente10,0,234
Cliente10,16,218
Cliente11,0,219
