Cliente,TiempoLLave,TiempoActualizacion
Cliente1,1017,219
Cliente1,986,219
Cliente1,970,219
Cliente1,986,220
Cliente1,986,220
Cliente1,986,220
Cliente1,361,220
Cliente1,971,220
Cliente1,0,234
Cliente1,63,296
Cliente1,16,265
Cliente1,15,297
Cliente1,16,313
Cliente1,0,282
Cliente1,16,203
Cliente1,16,218
Cliente1,16,296
Cliente1,0,266
Cliente1,16,236
Cliente1,16,252
Cliente1,16,267
Cliente1,16,267
Cliente1,16,192
Cliente1,16,225
Cliente1,15,289
Cliente1,13,230
Cliente1,0,219
Cliente1,16,218
Cliente1,15,219
Cliente1,15,203
Cliente1,16,343
Cliente1,15,205
Cliente1,15,210
Cliente1,16,250
Cliente1,0,219
Cliente1,1,219
Cliente1,16,185
Cliente1,15,203
Cliente1,16,218
Cliente1,15,203
Cliente1,15,219
Cliente1,0,204
Cliente1,0,283
Cliente1,0,234
Cliente1,0,203
Cliente1,0,281
Cliente1,0,268
Cliente1,16,205
Cliente1,16,203
Cliente1,15,220
Cliente1,16,204
Cliente1,15,234
Cliente1,1,219
Cliente1,0,221
Cliente1,0,221
Cliente1,16,205
Cliente1,15,239
Cliente1,0,218
Cliente1,16,201
Cliente1,15,198
Cliente1,15,203
Cliente1,0,219
Cliente1,16,218
Cliente1,8,233
Cliente1,1,266
Cliente1,0,219
Cliente1,0,218
Cliente1,0,219
Cliente1,16,218
Cliente1,15,281
Cliente1,16,281
Cliente1,16,218
Cliente1,1,297
Cliente1,0,203
Cliente1,16,218
Cliente1,16,218
Cliente1,15,223
Cliente1,0,203
Cliente1,16,227
Cliente1,1,234
Cliente1,15,219
Cliente1,1,219
Cliente1,1,234
Cliente1,15,203
Cliente1,16,212
Cliente1,1,217
Cliente1,0,295
Cliente1,16,218
Cliente1,15,219
Cliente1,16,203
Cliente1,16,218
Cliente1,15,173
Cliente1,16,201
Cliente1,16,201
Cliente1,16,218
Cliente1,0,214
Cliente1,0,228
Cliente1,0,219
Cliente1,16,218
Cliente1,15,203
Cliente1,15,203
Cliente1,0,219
Cliente1,6,268
Cliente1,16,265
Cliente1,0,281
Cliente1,15,266
Cliente1,0,203
Cliente1,0,203
Cliente1,0,214
Cliente1,16,203
Cliente1,6,238
Cliente1,15,234
Cliente1,0,282
Cliente1,0,250
Cliente1,15,297
Cliente1,0,281
Cliente1,16,296
Cliente1,31,265
Cliente1,0,218
Cliente1,0,218
Cliente1,16,235
Cliente1,16,218
Cliente1,15,234
Cliente1,15,281
Cliente1,16,296
