Cliente,TiempoLLave,TiempoActualizacion
Cliente1,202,203
Cliente1,1033,203
Cliente1,16,219
Cliente1,16,218
Cliente1,16,225
Cliente1,0,219
Cliente1,0,220
Cliente1,15,203
Cliente1,15,235
Cliente1,0,219
Cliente1,1,224
Cliente1,1,226
Cliente1,16,218
Cliente1,1,234
Cliente1,15,203
Cliente1,16,204
Cliente1,16,203
Cliente1,1,234
Cliente1,0,219
Cliente1,0,219
Cliente1,15,204
Cliente1,1,218
Cliente1,16,218
Cliente1,0,234
Cliente1,0,204
Cliente1,15,203
Cliente1,16,205
Cliente1,16,219
Cliente1,12,234
Cliente1,15,204
Cliente1,16,218
Cliente1,0,205
Cliente1,1,218
Cliente1,16,203
Cliente1,16,204
Cliente1,1,219
Cliente1,1,219
Cliente1,43,204
Cliente1,0,224
Cliente1,1,234
Cliente1,15,219
Cliente1,16,203
Cliente1,0,219
Cliente1,0,219
Cliente1,0,204
Cliente1,1,234
Cliente1,0,226
Cliente1,1,218
Cliente1,1,219
Cliente1,16,204
Cliente1,0,228
Cliente1,15,204
Cliente1,15,204
Cliente1,0,220
Cliente1,15,204
Cliente1,0,219
Cliente1,15,203
Cliente1,1,234
Cliente1,16,219
Cliente1,0,203
Cliente1,15,220
Cliente1,15,203
Cliente1,0,219
Cliente1,16,210
Cliente1,1,234
Cliente1,0,203
Cliente1,0,215
Cliente1,0,239
Cliente1,0,203
Cliente1,0,220
Cliente1,15,204
Cliente1,16,203
Cliente1,1,234
Cliente1,34,203
Cliente1,0,213
Cliente1,16,204
Cliente1,1,235
Cliente1,1,218
Cliente3,1,219
Cliente3,0,220
Cliente3,15,219
Cliente3,1,234
Cliente3,15,203
Cliente3,0,219
Cliente3,1,235
Cliente3,0,219
Cliente3,15,203
Cliente3,16,214
Cliente3,16,204
Cliente3,1,218
Cliente3,0,216
Cliente3,15,204
Cliente3,0,218
Cliente3,1,240
Cliente3,0,234
Cliente3,16,204
Cliente3,16,218
Cliente3,1,230
Cliente3,5,238
Cliente3,0,218
Cliente3,15,205
Cliente3,1,219
Cliente3,16,218
Cliente3,15,220
Cliente4,15,203
Cliente4,15,204
Cliente4,15,205
Cliente4,15,215
Cliente4,1,218
Cliente4,0,219
Cliente4,0,219
Cliente4,1,219
Cliente4,40,203
Cliente4,0,219
Cliente4,0,206
Cliente4,1,225
Cliente5,15,210
Cliente5,0,219
Cliente5,16,218
Cliente5,16,219
Cliente5,0,223
Cliente5,1,225
Cliente5,1,219
Cliente5,15,203
Cliente5,1,190
Cliente5,16,221
Cliente5,16,203
Cliente5,16,203
Cliente5,16,220
Cliente5,1,236
Cliente5,16,218
Cliente5,1,219
Cliente5,16,212
Cliente5,0,219
Cliente5,16,219
Cliente5,0,204
Cliente5,1,243
Cliente5,16,204
Cliente5,1,234
Cliente5,1,195
Cliente5,13,225
Cliente5,0,220
Cliente5,16,218
Cliente5,0,204
Cliente5,15,204
Cliente5,0,219
Cliente5,16,203
Cliente5,0,218
Cliente5,0,205
Cliente5,0,214
Cliente5,0,219
Cliente6,1,204
Cliente5,16,218
Cliente6,0,237
Cliente7,0,219
Cliente6,0,203
Cliente7,0,220
Cliente7,0,204
Cliente7,0,219
Cliente7,15,220
Cliente7,1,219
Cliente7,16,218
Cliente7,1,228
Cliente7,16,218
Cliente7,0,213
Cliente7,15,220
Cliente7,16,218
Cliente7,0,228
Cliente7,16,204
Cliente7,1,234
Cliente7,1,218
Cliente7,1,219
Cliente7,15,204
Cliente7,0,218
Cliente8,0,219
Cliente8,0,203
Cliente8,16,204
Cliente8,15,220
Cliente8,0,204
Cliente8,15,231
Cliente8,0,230
Cliente9,1,218
Cliente8,0,202
Cliente9,0,204
Cliente9,0,218
Cliente9,15,213
Cliente9,1,224
Cliente9,16,219
Cliente9,1,218
Cliente9,1,234
