Cliente,TiempoLLave,TiempoActualizacion
Cliente1,872,203
Cliente1,872,203
Cliente1,78,218
Cliente1,872,218
Cliente1,685,218
Cliente1,857,218
Cliente1,872,281
Cliente1,841,281
Cliente1,1,266
Cliente1,0,265
Cliente1,16,249
Cliente1,15,281
Cliente1,15,219
Cliente1,31,218
Cliente1,0,203
Cliente1,16,202
Cliente1,0,302
Cliente1,0,234
Cliente1,0,267
Cliente1,16,219
Cliente1,16,250
Cliente1,31,203
Cliente1,15,281
Cliente1,12,235
Cliente1,1,308
Cliente1,0,219
Cliente1,0,297
Cliente1,16,234
Cliente1,15,297
Cliente1,15,203
Cliente1,15,219
Cliente1,1,281
Cliente1,0,250
Cliente1,16,281
Cliente1,16,218
Cliente1,15,203
Cliente1,0,203
Cliente1,0,203
Cliente1,0,297
Cliente1,0,296
Cliente1,0,276
Cliente1,0,234
Cliente1,16,218
Cliente1,1,298
Cliente1,0,257
Cliente1,36,203
Cliente1,0,219
Cliente1,15,219
Cliente1,15,284
Cliente1,15,281
Cliente1,15,203
Cliente1,16,218
Cliente1,16,221
Cliente1,0,218
Cliente1,16,225
Cliente1,15,220
Cliente1,15,219
Cliente1,0,187
Cliente1,16,203
Cliente1,16,249
Cliente1,16,297
Cliente1,0,220
Cliente1,15,234
Cliente1,0,344
Cliente1,5,344
Cliente1,0,265
Cliente1,16,203
Cliente1,0,203
Cliente1,16,218
Cliente1,0,206
Cliente1,15,203
Cliente1,1,218
Cliente1,16,218
Cliente1,16,219
Cliente1,0,218
Cliente1,0,219
Cliente1,15,204
Cliente1,16,183
Cliente1,15,235
Cliente1,16,203
Cliente1,16,203
Cliente1,16,218
Cliente1,0,229
Cliente1,1,281
Cliente1,16,265
Cliente1,0,297
Cliente1,16,203
Cliente1,31,203
Cliente1,0,219
Cliente1,0,219
Cliente1,16,204
Cliente1,15,250
Cliente1,16,280
Cliente1,16,219
Cliente1,78,219
Cliente1,31,220
Cliente1,0,305
Cliente1,31,296
Cliente1,0,204
Cliente1,16,230
Cliente1,16,234
Cliente1,16,265
Cliente1,16,249
Cliente1,16,202
Cliente1,15,234
Cliente1,15,297
Cliente1,32,219
Cliente1,0,205
Cliente1,15,237
Cliente9,16,221
Cliente1,16,218
Cliente9,15,234
Cliente9,16,282
Cliente3,16,203
Cliente9,6,235
Cliente9,15,215
Cliente9,31,261
Cliente9,33,203
Cliente9,15,256
Cliente9,16,203
Cliente9,0,219
Cliente9,0,194
Cliente9,14,213
Cliente9,16,202
Cliente9,16,218
Cliente9,16,218
Cliente9,16,218
Cliente9,0,203
Cliente9,0,218
Cliente9,0,218
Cliente9,15,219
Cliente9,1,219
Cliente11,1,218
Cliente9,31,297
Cliente9,16,203
Cliente12,0,219
Cliente12,15,205
Cliente12,0,250
Cliente15,15,251
Cliente14,15,282
Cliente13,16,297
Cliente12,16,203
Cliente11,0,220
Cliente15,16,234
Cliente15,1,297
Cliente16,15,219
Cliente15,15,203
Cliente16,15,203
Cliente17,15,203
Cliente16,0,218
Cliente17,0,219
Cliente17,0,218
Cliente17,16,281
Cliente17,0,234
Cliente17,16,203
Cliente17,15,188
Cliente17,0,292
Cliente17,16,281
Cliente17,0,234
Cliente17,15,281
Cliente18,15,204
Cliente17,0,219
Cliente19,0,281
Cliente19,0,297
Cliente18,16,282
Cliente18,1,218
Cliente19,1,234
Cliente18,15,219
Cliente18,0,202
Cliente21,0,204
Cliente19,0,234
Cliente20,16,203
Cliente19,0,218
Cliente21,0,203
Cliente19,0,204
Cliente22,40,203
Cliente24,16,209
Cliente24,0,219
Cliente24,0,219
Cliente24,15,219
Cliente23,16,218
Cliente25,16,218
Cliente25,0,189
Cliente25,16,203
