Cliente,TiempoLLave,TiempoActualizacion
Cliente1,933,227
Cliente1,901,227
Cliente1,886,227
Cliente1,886,242
Cliente1,916,242
Cliente1,932,242
Cliente1,901,273
Cliente1,916,273
Cliente1,0,251
Cliente1,15,247
Cliente1,16,278
Cliente1,15,247
Cliente1,1,249
Cliente1,31,218
Cliente1,1,249
Cliente1,16,203
Cliente1,0,328
Cliente1,0,234
Cliente1,63,265
Cliente1,0,265
Cliente1,0,312
Cliente1,0,250
Cliente1,0,235
Cliente1,15,282
Cliente1,0,219
Cliente1,16,235
Cliente1,0,205
Cliente1,0,221
Cliente1,15,203
Cliente1,0,297
Cliente1,15,297
Cliente1,15,220
Cliente1,0,218
Cliente1,0,305
Cliente1,1,266
Cliente1,15,281
Cliente1,15,219
Cliente1,1,218
Cliente1,16,203
Cliente1,16,218
Cliente1,15,220
Cliente1,16,203
Cliente1,16,197
Cliente1,15,204
Cliente1,15,250
Cliente1,0,203
Cliente1,16,265
Cliente1,15,213
Cliente1,0,197
Cliente1,0,218
Cliente1,0,221
Cliente1,15,241
Cliente1,16,219
Cliente1,0,267
Cliente1,1,297
Cliente1,15,203
Cliente1,16,182
Cliente1,11,201
Cliente1,5,250
Cliente1,0,234
Cliente1,0,203
Cliente1,0,218
Cliente1,0,281
Cliente1,0,218
Cliente1,15,203
Cliente1,0,188
Cliente1,0,209
Cliente1,1,272
Cliente1,16,198
Cliente1,16,231
Cliente1,16,195
Cliente1,12,233
Cliente1,12,234
Cliente1,12,228
Cliente1,11,234
Cliente1,0,298
Cliente1,0,203
Cliente1,0,265
Cliente1,0,203
Cliente1,0,234
Cliente1,1,265
Cliente1,16,249
Cliente1,0,219
Cliente1,15,183
Cliente1,15,170
Cliente1,4,214
Cliente1,0,204
Cliente1,0,234
Cliente1,15,219
Cliente1,15,291
Cliente1,15,213
Cliente1,16,203
Cliente1,16,189
Cliente1,16,216
Cliente1,15,203
Cliente1,0,219
Cliente1,0,218
Cliente9,15,219
Cliente9,15,219
Cliente9,0,202
Cliente1,0,218
Cliente9,0,219
Cliente9,15,211
Cliente9,16,203
Cliente9,16,312
Cliente9,0,218
Cliente9,15,298
Cliente9,15,265
Cliente9,16,250
Cliente9,15,219
Cliente9,16,204
Cliente9,0,250
Cliente9,15,265
Cliente9,16,218
Cliente9,14,240
Cliente9,11,243
Cliente9,0,197
Cliente9,0,258
Cliente9,0,243
Cliente9,16,218
Cliente9,15,234
Cliente9,47,281
Cliente9,0,203
Cliente9,16,203
Cliente10,16,257
Cliente10,34,280
Cliente10,16,234
Cliente10,16,249
Cliente10,15,219
Cliente10,15,203
Cliente10,0,220
Cliente10,0,296
Cliente10,0,234
Cliente10,0,219
Cliente10,0,265
Cliente10,16,212
Cliente12,16,274
Cliente13,0,228
Cliente13,0,218
Cliente13,31,250
Cliente13,0,203
Cliente12,31,203
Cliente13,0,285
Cliente13,0,300
Cliente13,0,220
Cliente18,0,204
Cliente18,0,221
Cliente18,1,236
Cliente18,0,219
Cliente18,16,203
Cliente18,15,203
Cliente18,0,265
Cliente18,0,220
Cliente18,0,203
Cliente18,16,204
Cliente18,16,218
Cliente18,0,218
Cliente18,15,212
Cliente18,1,267
Cliente18,0,218
Cliente19,1,218
Cliente18,1,221
Cliente19,16,218
Cliente19,15,203
Cliente19,16,222
Cliente19,0,219
Cliente19,0,266
Cliente19,16,280
Cliente19,16,202
Cliente19,0,279
Cliente19,0,219
Cliente19,0,218
Cliente19,16,203
Cliente21,0,204
Cliente19,1,219
Cliente19,16,204
Cliente19,15,204
Cliente21,0,218
Cliente22,0,235
Cliente22,15,235
Cliente25,15,203
Cliente21,31,250
Cliente25,15,205
Cliente25,0,205
Cliente25,1,220
Cliente21,16,203
Cliente25,0,218
