Cliente,TiempoLLave,TiempoActualizacion
Cliente1,810,209
Cliente1,996,219
Cliente1,962,220
Cliente1,950,229
Cliente1,990,231
Cliente1,992,232
Cliente1,975,232
Cliente1,807,232
Cliente1,14,245
Cliente1,13,223
Cliente1,20,228
Cliente1,12,262
Cliente1,13,242
Cliente1,14,223
Cliente1,13,258
Cliente1,12,214
Cliente1,13,201
Cliente1,13,207
Cliente1,13,216
Cliente1,12,249
Cliente1,13,202
Cliente1,12,219
Cliente1,13,208
Cliente1,13,217
Cliente1,13,270
Cliente1,13,211
Cliente1,13,269
Cliente1,14,247
Cliente1,14,317
Cliente1,12,199
Cliente1,12,270
Cliente1,11,290
Cliente1,6,207
Cliente1,15,204
Cliente1,18,205
Cliente1,11,212
Cliente1,14,210
Cliente1,14,209
Cliente1,13,207
Cliente1,13,216
Cliente1,13,213
Cliente1,13,212
Cliente1,13,212
Cliente1,13,218
Cliente1,13,217
Cliente1,13,210
Cliente1,13,215
Cliente1,13,214
Cliente1,15,205
Cliente1,13,214
Cliente1,12,212
Cliente1,42,214
Cliente1,12,210
Cliente1,16,296
Cliente1,16,221
Cliente1,12,205
Cliente1,9,278
Cliente1,26,223
Cliente1,17,289
Cliente1,12,220
Cliente1,13,271
Cliente1,12,271
Cliente1,11,247
Cliente1,11,295
Cliente1,7,221
Cliente1,5,273
Cliente1,5,292
Cliente1,13,246
Cliente1,12,288
Cliente1,14,269
Cliente1,12,221
Cliente1,14,207
Cliente1,12,205
Cliente1,5,213
Cliente1,6,221
Cliente1,6,216
Cliente1,5,237
Cliente1,15,294
Cliente1,25,222
Cliente1,13,214
Cliente1,13,209
Cliente1,6,224
Cliente1,6,236
Cliente1,5,288
Cliente1,17,233
Cliente1,13,268
Cliente1,13,206
Cliente1,44,209
Cliente1,7,207
Cliente1,6,241
Cliente1,6,276
Cliente1,21,206
Cliente1,17,231
Cliente1,17,251
Cliente1,13,214
Cliente1,10,206
Cliente1,6,272
Cliente1,35,213
Cliente1,12,282
Cliente1,25,203
Cliente1,13,287
Cliente1,14,284
Cliente1,12,202
Cliente1,12,216
Cliente1,11,212
Cliente1,6,208
Cliente1,6,230
Cliente1,5,210
Cliente1,5,213
Cliente1,5,219
Cliente1,12,206
Cliente1,11,204
Cliente1,12,239
Cliente1,13,290
Cliente1,10,249
Cliente1,12,218
Cliente1,13,214
Cliente1,12,214
Cliente9,13,288
Cliente9,19,317
Cliente2,14,240
Cliente9,13,209
Cliente9,21,279
Cliente9,12,210
Cliente9,11,220
Cliente9,83,218
Cliente9,5,214
Cliente9,6,260
Cliente9,6,290
Cliente9,5,266
Cliente9,12,231
Cliente9,12,279
Cliente9,13,206
Cliente9,12,250
Cliente9,14,211
Cliente9,14,214
Cliente9,30,230
Cliente9,6,245
Cliente9,7,223
Cliente9,13,240
Cliente9,13,228
Cliente9,12,265
Cliente9,11,242
Cliente9,27,240
Cliente9,11,239
Cliente9,9,207
Cliente9,9,212
Cliente9,11,223
Cliente9,18,214
Cliente9,12,250
Cliente9,13,244
Cliente10,12,300
Cliente9,13,285
Cliente9,19,213
Cliente9,14,214
Cliente9,12,223
Cliente9,11,275
Cliente10,6,211
Cliente10,6,259
Cliente10,5,212
Cliente10,5,227
Cliente10,15,232
Cliente10,13,210
Cliente11,13,233
Cliente12,13,202
Cliente10,6,275
Cliente13,5,214
Cliente16,7,211
Cliente17,7,269
Cliente18,5,300
Cliente16,13,241
Cliente17,19,243
Cliente11,13,212
Cliente18,11,211
Cliente18,13,212
Cliente18,6,305
Cliente18,14,258
Cliente18,12,227
Cliente18,14,227
Cliente18,12,322
Cliente18,18,214
Cliente18,12,205
Cliente18,13,225
Cliente18,10,298
Cliente18,11,264
Cliente18,17,205
Cliente18,14,289
Cliente18,6,239
Cliente18,6,216
Cliente18,5,233
Cliente18,6,209
Cliente18,14,205
