Cliente,TiempoLLave,TiempoActualizacion

Cliente1,1039,219
Cliente1,1009,220
Cliente1,1055,251
Cliente1,993,251
Cliente1,1039,235
Cliente1,822,266
Cliente1,989,266
Cliente1,1039,266
Cliente1,0,266
Cliente1,0,249
Cliente1,0,274
Cliente1,15,213
Cliente1,15,261
Cliente1,26,216
Cliente1,14,275
Cliente1,0,237
Cliente1,16,234
Cliente1,16,281
Cliente1,16,266
Cliente1,15,250
Cliente1,16,218
Cliente1,15,203
Cliente1,0,203
Cliente1,1,220
Cliente1,0,249
Cliente1,15,219
Cliente1,16,218
Cliente1,0,266
Cliente1,15,250
Cliente1,0,234
Cliente1,16,218
Cliente1,16,249
Cliente1,0,271
Cliente1,15,265
Cliente1,16,249
Cliente1,15,250
Cliente1,0,203
Cliente1,16,282
Cliente1,15,281
Cliente1,16,234
Cliente1,16,281
Cliente1,16,249
Cliente1,15,219
Cliente1,16,202
Cliente1,16,281
Cliente1,0,251
Cliente1,0,298
Cliente1,1,313
Cliente1,16,250
Cliente1,16,312
Cliente1,0,218
Cliente1,0,219
Cliente1,0,218
Cliente1,16,218
Cliente1,16,193
Cliente1,15,208
Cliente1,0,229
Cliente1,0,228
Cliente1,16,202
Cliente1,0,235
Cliente1,16,218
Cliente1,15,195
Cliente1,0,203
Cliente1,0,219
Cliente1,16,203
Cliente1,0,297
Cliente1,16,298
Cliente1,31,220
Cliente1,16,204
Cliente1,15,219
Cliente1,1,236
Cliente1,16,218
Cliente1,16,296
Cliente1,16,191
Cliente1,16,234
Cliente1,15,266
Cliente1,0,218
Cliente1,16,219
Cliente1,16,202
Cliente1,0,204
Cliente1,0,234
Cliente1,0,272
Cliente1,0,283
Cliente1,0,282
Cliente1,31,273
Cliente1,21,231
Cliente1,13,203
Cliente1,31,203
Cliente1,1,266
Cliente1,0,280
Cliente1,0,218
Cliente1,0,238
Cliente1,0,270
Cliente1,16,281
Cliente1,0,252
Cliente1,15,205
Cliente1,0,312
Cliente1,0,235
Cliente1,0,250
Cliente1,0,234
Cliente1,15,313
Cliente1,16,219
Cliente1,16,235
Cliente1,16,203
Cliente3,16,218
Cliente9,15,300
Cliente9,0,281
Cliente1,15,266
Cliente9,16,203
Cliente9,16,203
Cliente9,0,217
Cliente9,0,218
Cliente9,15,281
Cliente9,0,218
Cliente9,15,203
Cliente9,15,208
Cliente9,15,219
Cliente9,16,268
Cliente9,1,234
Cliente9,15,250
Cliente9,0,234
Cliente9,16,203
Cliente9,0,318
Cliente10,16,296
Cliente10,15,219
Cliente10,0,203
Cliente9,15,203
Cliente10,15,189
Cliente12,0,259
Cliente12,16,282
Cliente11,16,266
Cliente11,16,203
Cliente13,0,218
Cliente15,0,250
Cliente16,15,283
Cliente16,0,220
Cliente14,0,234
Cliente15,16,203
Cliente16,16,267
Cliente16,16,218
Cliente16,16,281
Cliente16,15,235
Cliente16,15,204
Cliente16,16,251
Cliente16,15,203
Cliente16,15,203
Cliente16,1,236
Cliente17,32,218
Cliente16,0,219
Cliente17,0,297
Cliente16,16,218
Cliente16,16,202
Cliente17,0,218
Cliente17,0,267
Cliente19,15,295
Cliente18,1,247
Cliente18,16,281
Cliente17,0,203
Cliente19,0,218
Cliente20,15,203
Cliente22,0,204
Cliente23,0,266
Cliente24,0,250
Cliente24,0,268
Cliente24,16,252
Cliente24,0,219
Cliente24,32,202
Cliente20,16,249
Cliente24,0,212
Cliente24,41,298
Cliente24,16,218
Cliente24,31,249
Cliente24,16,237
Cliente24,1,299
Cliente24,0,234
Cliente24,0,296
Cliente24,16,218
Cliente24,15,219
Cliente24,0,219
Cliente24,16,203
Cliente25,0,219
Cliente25,0,296
Cliente24,0,281
Cliente24,6,228
Cliente24,99,216
Cliente25,15,203
Cliente26,0,220
Cliente25,16,204
Cliente26,0,219
Cliente26,0,204
