Cliente,TiempoLLave,TiempoActualizacion
Cliente1,1104,203
Cliente1,234,203
Cliente1,1088,204
Cliente1,1135,204
Cliente1,807,204
Cliente1,1119,204
Cliente1,1119,235
Cliente1,1087,235
Cliente1,16,218
Cliente1,1,312
Cliente1,16,296
Cliente1,16,280
Cliente1,16,234
Cliente1,31,236
Cliente1,31,205
Cliente1,15,203
Cliente1,15,265
Cliente1,0,251
Cliente1,0,282
Cliente1,0,219
Cliente1,16,296
Cliente1,0,265
Cliente1,32,218
Cliente1,16,296
Cliente1,15,234
Cliente1,15,203
Cliente1,1,312
Cliente1,16,298
Cliente1,0,265
Cliente1,16,203
Cliente1,16,219
Cliente1,15,220
Cliente1,15,220
Cliente1,0,249
Cliente1,0,231
Cliente1,15,266
Cliente1,0,235
Cliente1,16,219
Cliente1,47,297
Cliente1,15,266
Cliente1,16,250
Cliente1,15,203
Cliente1,0,204
Cliente1,0,206
Cliente1,15,234
Cliente1,16,220
Cliente1,15,299
Cliente1,15,216
Cliente1,4,224
Cliente1,16,203
Cliente1,16,300
Cliente1,0,204
Cliente1,16,296
Cliente1,0,219
Cliente1,1,221
Cliente1,16,202
Cliente1,0,222
Cliente1,16,202
Cliente1,15,219
Cliente1,16,202
Cliente1,15,281
Cliente1,0,203
Cliente1,0,220
Cliente1,0,218
Cliente1,0,218
Cliente1,0,205
Cliente1,0,207
Cliente1,0,207
Cliente1,1,218
Cliente1,0,197
Cliente1,1,219
Cliente1,16,204
Cliente1,16,218
Cliente1,0,203
Cliente1,16,218
Cliente1,0,218
Cliente1,15,220
Cliente1,0,235
Cliente1,16,200
Cliente1,15,219
Cliente1,0,218
Cliente1,0,218
Cliente1,0,227
Cliente1,16,218
Cliente1,15,203
Cliente1,47,188
Cliente1,16,224
Cliente1,0,282
Cliente1,16,218
Cliente1,0,234
Cliente1,0,203
Cliente8,16,220
Cliente1,16,203
Cliente9,16,218
Cliente9,16,188
Cliente9,1,206
Cliente9,16,280
Cliente9,15,220
Cliente9,16,219
Cliente9,15,203
Cliente9,16,217
Cliente9,0,219
Cliente9,15,225
Cliente9,14,234
Cliente9,15,298
Cliente9,16,296
Cliente9,16,234
Cliente9,16,218
Cliente9,15,203
Cliente9,15,219
Cliente9,15,203
Cliente9,16,206
Cliente9,16,210
Cliente9,0,304
Cliente9,0,289
Cliente9,15,204
Cliente9,15,219
Cliente9,15,307
Cliente9,16,298
Cliente9,0,313
Cliente9,0,235
Cliente10,16,203
Cliente11,0,196
Cliente11,0,280
Cliente11,16,202
Cliente11,0,219
Cliente11,0,296
Cliente11,0,203
Cliente11,6,241
Cliente12,16,287
Cliente13,0,280
Cliente14,0,266
Cliente12,0,296
Cliente12,15,234
Cliente14,15,219
Cliente14,0,188
Cliente12,47,203
Cliente13,47,202
Cliente18,0,297
Cliente18,0,203
Cliente18,0,265
Cliente18,0,240
Cliente16,0,225
Cliente17,0,271
Cliente14,0,204
Cliente14,16,265
Cliente18,0,203
Cliente18,0,218
Cliente18,0,297
Cliente18,16,298
Cliente19,0,221
Cliente19,15,219
Cliente19,0,218
Cliente20,0,236
Cliente20,16,203
Cliente20,16,249
Cliente20,15,203
Cliente20,0,234
Cliente20,16,284
Cliente21,0,284
Cliente21,0,281
Cliente21,31,203
Cliente22,15,214
Cliente21,15,221
Cliente22,0,203
Cliente22,15,219
Cliente23,16,280
Cliente24,1,234
Cliente27,16,203
Cliente27,16,202
Cliente27,15,289
Cliente27,15,220
Cliente27,16,218
Cliente27,0,218
Cliente27,16,218
Cliente27,16,203
Cliente27,15,251
Cliente27,1,283
Cliente27,16,219
Cliente27,31,203
Cliente27,16,218
Cliente27,0,268
Cliente27,0,265
Cliente27,16,312
Cliente27,15,219
Cliente27,16,204
Cliente27,31,218
