Cliente,TiempoLLave,TiempoActualizacion
Cliente1,978,222
Cliente1,1007,222
Cliente1,6,253
Cliente1,14,217
Cliente1,14,210
Cliente1,14,211
Cliente1,14,214
Cliente1,14,214
Cliente1,17,212
Cliente1,13,207
Cliente1,14,211
Cliente1,13,214
Cliente1,13,208
Cliente1,15,223
Cliente1,13,209
Cliente1,13,220
Cliente1,15,211
Cliente1,14,216
Cliente1,13,214
Cliente1,14,213
Cliente1,14,213
Cliente1,13,207
Cliente1,13,213
Cliente1,14,206
Cliente1,13,216
Cliente1,15,215
Cliente1,13,210
Cliente1,12,208
Cliente1,14,207
Cliente1,14,210
Cliente1,16,210
Cliente1,20,216
Cliente1,13,212
Cliente1,12,218
Cliente1,18,211
Cliente1,14,208
Cliente1,12,217
Cliente1,18,216
Cliente1,14,216
Cliente1,16,219
Cliente1,20,209
Cliente1,14,215
Cliente1,14,216
Cliente1,14,220
Cliente1,16,213
Cliente1,14,216
Cliente1,14,222
Cliente1,13,202
Cliente1,14,217
Cliente1,17,202
Cliente1,13,209
Cliente1,13,207
Cliente1,13,210
Cliente1,13,209
Cliente1,15,211
Cliente1,22,206
Cliente1,13,212
Cliente1,14,214
Cliente1,13,216
Cliente1,13,218
Cliente1,13,208
Cliente1,13,210
Cliente1,13,207
Cliente1,14,207
Cliente1,12,205
Cliente1,12,212
Cliente1,12,216
Cliente1,13,212
Cliente1,12,207
Cliente1,13,217
Cliente1,13,204
Cliente1,14,214
Cliente1,14,212
Cliente1,15,213
Cliente1,13,212
Cliente1,13,222
Cliente1,12,211
Cliente1,13,207
Cliente1,13,217
Cliente1,13,214
Cliente1,13,216
Cliente1,13,215
Cliente1,12,210
Cliente1,14,207
Cliente1,14,207
Cliente1,13,215
Cliente1,13,212
Cliente1,13,210
Cliente1,13,207
Cliente1,13,214
Cliente1,14,204
Cliente1,12,212
Cliente1,13,206
Cliente1,14,209
Cliente1,12,217
Cliente1,17,213
Cliente1,13,221
Cliente1,13,210
Cliente1,13,213
Cliente1,13,217
Cliente1,18,209
Cliente1,14,214
Cliente1,13,216
Cliente1,13,219
Cliente1,12,211
Cliente1,12,213
Cliente1,12,204
Cliente1,14,214
Cliente1,13,214
Cliente1,13,220
Cliente1,16,214
Cliente1,13,223
Cliente1,13,208
Cliente1,12,203
Cliente1,13,216
Cliente1,12,214
Cliente1,12,211
Cliente1,13,217
Cliente1,13,216
Cliente1,12,214
Cliente1,14,216
Cliente1,14,216
Cliente1,13,205
Cliente1,13,208
Cliente1,12,217
Cliente1,14,212
Cliente1,13,218
Cliente1,13,205
Cliente1,13,215
Cliente1,13,216
Cliente1,12,211
Cliente1,13,217
Cliente1,13,206
Cliente1,13,207
Cliente1,13,213
Cliente1,5,214
Cliente1,13,219
Cliente1,6,206
Cliente1,14,215
Cliente1,13,207
Cliente1,14,206
Cliente1,14,216
Cliente1,13,216
Cliente1,12,208
Cliente1,14,212
Cliente1,14,217
Cliente1,18,211
Cliente1,12,222
Cliente1,15,217
Cliente1,18,210
Cliente1,15,204
Cliente1,15,213
Cliente1,16,202
Cliente1,18,218
Cliente1,13,217
Cliente1,14,205
Cliente1,16,210
Cliente1,13,206
Cliente1,13,213
Cliente1,13,216
Cliente1,13,208
Cliente1,13,206
Cliente1,13,205
Cliente1,12,210
Cliente1,14,216
Cliente1,13,204
Cliente1,22,207
Cliente1,12,207
Cliente1,11,207
Cliente1,1,217
Cliente1,15,203
Cliente1,16,219
Cliente1,0,228
Cliente1,1,211
Cliente1,16,204
Cliente1,0,218
Cliente1,1,219
Cliente1,15,213
Cliente1,0,207
Cliente1,16,281
Cliente1,33,218
Cliente1,37,218
Cliente1,0,219
Cliente1,15,220
Cliente1,1,219
Cliente1,1,234
Cliente1,1,230
Cliente1,1,234
Cliente1,15,219
Cliente1,16,218
Cliente1,16,219
Cliente1,31,203
Cliente1,1,228
Cliente1,1,231
Cliente1,0,219
Cliente1,16,203
Cliente1,1,235
Cliente1,13,228
Cliente1,16,219
Cliente1,15,203
Cliente1,1,256
Cliente1,0,203
Cliente1,0,219
Cliente1,16,218
Cliente1,0,213
Cliente1,16,203
Cliente1,1,234
Cliente1,16,218
Cliente1,0,220
Cliente1,0,203
Cliente1,1,224
Cliente1,0,296
Cliente1,16,204
Cliente1,0,219
Cliente1,0,204
Cliente1,0,203
Cliente1,0,219
Cliente1,16,218
Cliente1,15,204
Cliente1,15,219
Cliente1,0,218
Cliente1,1,312
Cliente1,0,219
Cliente1,16,218
Cliente1,15,203
Cliente1,0,218
Cliente1,16,212
Cliente1,16,218
Cliente1,16,219
Cliente3,16,203
Cliente3,1,218
Cliente3,0,218
Cliente3,15,218
Cliente3,1,221
Cliente3,16,221
Cliente3,1,213
Cliente3,0,214
Cliente3,0,220
Cliente3,16,218
Cliente3,0,219
Cliente3,0,218
Cliente3,1,219
Cliente3,15,203
Cliente3,0,235
Cliente3,15,219
Cliente3,16,219
Cliente3,0,220
Cliente3,16,209
Cliente3,16,203
Cliente3,0,212
Cliente3,0,209
Cliente3,16,203
Cliente3,1,219
Cliente3,0,203
Cliente3,0,219
Cliente3,15,219
Cliente3,16,219
Cliente3,0,218
Cliente3,16,204
Cliente3,0,218
Cliente3,1,234
Cliente3,15,219
Cliente3,7,235
Cliente3,16,203
Cliente3,16,204
Cliente3,0,220
Cliente3,0,219
Cliente3,1,234
Cliente3,15,203
Cliente3,1,218
Cliente3,16,212
Cliente3,0,241
Cliente3,15,204
Cliente3,16,203
Cliente3,1,229
Cliente3,0,213
Cliente3,16,218
Cliente3,15,198
Cliente3,1,234
Cliente3,0,220
Cliente3,1,235
Cliente3,16,205
Cliente3,0,226
Cliente3,16,203
Cliente3,16,219
Cliente3,16,219
Cliente3,0,219
Cliente3,16,204
Cliente3,16,203
Cliente3,1,218
Cliente3,0,202
Cliente3,0,200
Cliente3,15,220
Cliente3,0,218
Cliente3,0,220
Cliente3,0,219
Cliente3,16,193
Cliente3,1,234
Cliente3,1,234
Cliente3,1,218
Cliente4,16,219
Cliente4,1,219
Cliente4,15,219
Cliente4,0,220
Cliente4,16,203
Cliente4,16,221
Cliente4,1,234
Cliente4,47,203
Cliente4,0,197
Cliente4,16,203
Cliente4,1,218
Cliente5,0,204
Cliente4,1,219
Cliente5,0,220
Cliente5,0,218
Cliente5,0,218
Cliente5,16,219
Cliente5,0,219
Cliente5,0,219
Cliente5,16,211
Cliente5,0,220
Cliente5,16,203
Cliente5,0,234
Cliente5,16,214
Cliente5,16,203
Cliente5,1,219
Cliente5,37,203
Cliente5,1,226
Cliente5,15,204
Cliente5,1,219
Cliente5,1,219
Cliente5,8,234
Cliente5,31,203
Cliente5,1,234
Cliente5,15,203
Cliente5,0,213
Cliente5,15,220
Cliente5,16,189
Cliente5,16,204
Cliente5,15,202
Cliente5,0,203
Cliente5,16,204
Cliente5,9,235
Cliente5,15,219
Cliente5,15,219
Cliente5,16,204
Cliente5,16,219
Cliente5,15,205
Cliente5,16,218
Cliente5,16,216
Cliente5,1,234
Cliente5,15,203
Cliente5,1,218
Cliente5,1,218
Cliente5,16,198
Cliente5,1,219
Cliente5,1,234
Cliente5,0,204
Cliente5,0,219
Cliente5,1,219
Cliente5,0,219
Cliente5,16,219
Cliente5,1,223
Cliente5,16,218
Cliente5,1,216
Cliente5,9,236
Cliente5,0,277
Cliente5,16,218
Cliente5,1,228
Cliente5,1,219
Cliente5,0,234
Cliente5,1,218
Cliente5,0,219
Cliente5,16,202
Cliente5,1,234
Cliente5,16,209
Cliente5,1,213
Cliente5,16,204
Cliente5,16,203
Cliente5,16,203
Cliente6,15,220
Cliente6,15,210
Cliente6,0,221
Cliente7,15,219
Cliente7,16,219
Cliente7,0,215
Cliente7,1,218
Cliente7,0,220
