Cliente,TiempoLLave,TiempoActualizacion
Cliente1,1042,203
Cliente1,697,203
Cliente1,16,235
Cliente1,0,204
Cliente1,16,218
Cliente1,1,213
Cliente1,0,220
Cliente1,1,312
Cliente1,16,296
Cliente1,0,219
Cliente1,16,203
Cliente1,1,219
Cliente1,16,219
Cliente1,15,203
Cliente1,0,219
Cliente1,16,218
Cliente1,1,225
Cliente1,0,218
Cliente1,16,206
Cliente1,0,219
Cliente1,16,219
Cliente1,31,203
Cliente1,0,204
Cliente1,1,234
Cliente1,15,205
Cliente1,0,203
Cliente1,16,218
Cliente1,0,219
Cliente1,0,203
Cliente1,1,220
Cliente1,0,219
Cliente1,1,218
Cliente1,31,203
Cliente1,0,220
Cliente1,16,204
Cliente1,1,226
Cliente1,16,210
Cliente1,0,219
Cliente1,15,205
Cliente1,1,234
Cliente1,1,219
Cliente1,1,235
Cliente1,0,203
Cliente1,16,206
Cliente1,1,214
Cliente1,16,203
Cliente1,16,219
Cliente1,0,226
Cliente1,15,220
Cliente1,0,203
Cliente1,15,219
Cliente1,0,220
Cliente1,16,220
Cliente1,15,219
Cliente1,0,189
Cliente1,15,221
Cliente1,16,203
Cliente1,0,218
Cliente1,1,234
Cliente1,16,218
Cliente1,1,234
Cliente1,15,203
Cliente1,0,202
Cliente1,1,218
Cliente1,0,230
Cliente1,0,212
Cliente1,15,203
Cliente1,15,220
Cliente1,15,219
Cliente1,16,212
Cliente1,15,220
Cliente1,0,218
Cliente1,15,220
Cliente1,16,215
Cliente1,0,219
Cliente1,1,218
Cliente1,0,220
Cliente1,16,218
Cliente1,16,202
Cliente1,0,220
Cliente1,0,189
Cliente1,1,226
Cliente1,16,204
Cliente1,0,219
Cliente1,16,203
Cliente1,15,189
Cliente1,1,210
Cliente1,15,195
Cliente1,1,234
Cliente1,15,219
Cliente1,1,234
Cliente1,0,203
Cliente1,0,220
Cliente1,16,203
Cliente1,1,220
Cliente1,0,203
Cliente1,1,219
Cliente1,0,219
Cliente1,1,234
Cliente1,1,219
Cliente1,1,220
Cliente1,15,212
Cliente1,0,212
Cliente1,16,219
Cliente1,16,217
Cliente1,1,231
Cliente1,15,199
Cliente1,16,219
Cliente1,16,223
Cliente1,16,218
Cliente1,0,218
Cliente1,0,216
Cliente1,0,203
Cliente1,0,213
Cliente1,0,219
Cliente1,0,218
Cliente1,16,202
Cliente1,0,235
Cliente1,16,214
Cliente1,15,219
Cliente1,1,234
Cliente1,0,234
Cliente1,0,219
Cliente1,16,218
Cliente1,0,220
Cliente1,16,234
Cliente1,0,196
Cliente1,16,218
Cliente1,1,219
Cliente1,16,218
Cliente1,0,220
Cliente1,1,218
Cliente1,0,219
Cliente1,1,234
Cliente1,1,216
Cliente1,1,234
Cliente1,0,220
Cliente1,0,219
Cliente1,16,218
Cliente1,1,234
Cliente1,16,218
Cliente1,1,219
Cliente1,16,208
Cliente1,0,219
Cliente1,15,219
Cliente1,0,219
Cliente1,15,226
Cliente1,16,218
Cliente1,0,219
Cliente1,15,203
Cliente1,0,219
Cliente1,0,218
Cliente1,16,234
Cliente1,16,219
Cliente1,16,218
Cliente1,15,220
Cliente1,16,218
Cliente3,0,219
Cliente3,16,218
Cliente3,1,220
Cliente3,0,219
Cliente3,16,203
Cliente3,1,234
Cliente3,0,220
Cliente3,5,244
Cliente3,16,211
Cliente3,0,234
Cliente3,0,219
Cliente3,16,209
Cliente3,0,204
Cliente3,1,234
Cliente3,16,218
Cliente3,1,236
Cliente3,1,232
Cliente3,1,218
Cliente3,15,226
Cliente3,0,219
Cliente3,16,218
Cliente3,0,219
Cliente3,0,220
Cliente3,0,219
Cliente3,16,219
Cliente3,0,219
Cliente3,16,203
Cliente3,0,265
Cliente3,0,218
Cliente3,0,219
Cliente3,0,205
Cliente3,1,218
Cliente3,15,203
Cliente4,1,227
Cliente3,16,210
Cliente4,0,218
Cliente4,1,218
Cliente4,0,234
Cliente4,0,220
Cliente4,1,219
Cliente4,16,203
Cliente4,1,234
Cliente4,16,219
Cliente4,0,219
Cliente4,0,220
Cliente4,1,219
Cliente4,16,204
Cliente4,1,219
Cliente4,16,203
Cliente4,16,203
Cliente4,16,219
Cliente4,0,219
Cliente4,1,234
Cliente4,1,234
Cliente4,16,219
Cliente4,16,203
Cliente4,0,219
Cliente4,15,203
Cliente4,0,216
Cliente4,16,218
Cliente4,16,189
Cliente4,1,230
Cliente4,14,234
Cliente4,0,218
Cliente4,0,219
Cliente4,15,212
Cliente4,0,220
Cliente4,16,219
Cliente4,16,219
Cliente4,0,219
Cliente4,15,205
Cliente4,1,234
Cliente4,0,203
Cliente4,1,234
Cliente4,15,219
Cliente4,0,220
Cliente4,16,218
Cliente5,1,220
Cliente5,1,236
Cliente5,0,226
Cliente5,15,215
Cliente5,0,211
Cliente5,16,210
Cliente5,16,203
Cliente5,0,234
Cliente5,0,220
Cliente5,16,218
Cliente5,1,232
Cliente5,16,202
Cliente6,0,216
Cliente6,16,218
Cliente6,1,234
Cliente6,1,219
Cliente6,1,218
Cliente6,16,203
Cliente6,0,219
Cliente6,16,218
Cliente6,1,219
Cliente6,0,203
Cliente6,16,214
Cliente6,0,219
Cliente6,0,221
Cliente6,16,204
Cliente6,1,234
Cliente6,16,217
Cliente6,16,212
Cliente6,16,205
Cliente6,0,219
Cliente6,1,234
Cliente6,0,200
Cliente6,8,221
Cliente6,1,235
Cliente6,1,234
Cliente6,0,219
Cliente6,16,218
Cliente6,0,222
Cliente6,0,218
Cliente6,0,220
Cliente6,1,228
Cliente6,0,213
Cliente6,0,220
Cliente6,1,216
Cliente6,16,203
Cliente6,0,218
Cliente6,16,219
Cliente6,31,218
Cliente6,1,219
Cliente6,15,203
Cliente6,16,219
Cliente6,15,204
Cliente6,16,218
Cliente6,16,202
Cliente6,0,203
Cliente7,0,209
Cliente7,16,210
Cliente7,16,203
Cliente7,15,220
Cliente7,0,219
Cliente7,0,219
Cliente8,16,218
Cliente8,1,219
Cliente8,0,227
Cliente8,1,234
Cliente8,0,203
Cliente8,16,219
Cliente8,1,229
Cliente8,0,218
Cliente8,1,219
Cliente8,16,218
Cliente8,15,217
Cliente8,15,219
Cliente8,0,218
Cliente8,1,218
Cliente8,15,203
Cliente8,16,219
Cliente8,0,202
Cliente8,16,204
Cliente8,0,218
Cliente8,1,309
Cliente8,16,218
Cliente8,1,234
Cliente8,16,218
Cliente8,1,220
Cliente8,16,218
Cliente8,0,220
Cliente8,16,213
Cliente8,16,220
Cliente8,0,203
Cliente8,1,218
Cliente8,16,218
Cliente8,0,234
Cliente8,1,219
Cliente8,16,218
Cliente8,15,214
Cliente8,1,218
Cliente8,15,203
Cliente8,1,219
Cliente8,15,212
Cliente8,0,219
Cliente8,0,202
Cliente8,15,204
Cliente8,0,189
Cliente8,1,219
Cliente9,1,225
Cliente9,0,219
Cliente9,0,219
Cliente10,1,204
Cliente10,0,211
Cliente10,0,219
Cliente10,16,203
Cliente10,16,204
Cliente10,1,266
Cliente10,10,219
Cliente10,1,218
Cliente10,1,223
Cliente10,1,220
Cliente10,0,220
Cliente10,15,219
Cliente10,1,234
Cliente10,16,218
Cliente10,0,219
Cliente10,15,219
Cliente10,1,219
Cliente10,0,234
Cliente10,0,273
Cliente10,16,213
Cliente10,16,202
Cliente10,1,219
Cliente10,15,219
Cliente10,1,218
Cliente10,16,189
Cliente10,1,234
Cliente10,0,219
Cliente10,16,218
Cliente10,16,218
Cliente10,1,228
Cliente10,0,218
Cliente10,16,204
Cliente10,0,220
Cliente11,15,204
Cliente11,1,218
Cliente11,16,218
Cliente11,1,234
Cliente11,16,213
Cliente11,0,212
Cliente11,0,203
Cliente11,0,204
Cliente11,16,204
Cliente11,16,215
Cliente11,0,218
Cliente11,15,209
Cliente11,15,203
Cliente11,1,219
Cliente11,1,225
