Cliente,TiempoLLave,TiempoActualizacion
Cliente1,1064,218
Cliente1,1002,218
Cliente1,1,235
Cliente1,16,219
Cliente1,1,250
Cliente1,15,203
Cliente1,0,205
Cliente1,15,282
Cliente1,16,203
Cliente1,16,219
Cliente1,1,218
Cliente1,1,226
Cliente1,16,202
Cliente1,1,234
Cliente1,16,218
Cliente1,15,220
Cliente1,15,209
Cliente1,15,206
Cliente1,15,205
Cliente1,1,218
Cliente1,16,219
Cliente1,1,241
Cliente1,16,219
Cliente1,0,223
Cliente1,16,204
Cliente1,1,204
Cliente1,16,218
Cliente1,15,219
Cliente1,15,220
Cliente1,16,218
Cliente1,41,203
Cliente1,16,218
Cliente1,0,219
Cliente1,16,218
Cliente1,15,203
Cliente1,16,218
Cliente1,16,204
Cliente1,0,203
Cliente1,16,220
Cliente1,15,206
Cliente1,0,219
Cliente1,16,204
Cliente1,1,218
Cliente1,15,203
Cliente1,1,234
Cliente1,16,203
Cliente1,15,205
Cliente1,0,211
Cliente1,1,234
Cliente1,16,202
Cliente1,16,219
Cliente1,15,219
Cliente1,0,234
Cliente1,16,218
Cliente1,15,297
Cliente1,15,221
Cliente1,16,219
Cliente1,15,215
Cliente1,15,204
Cliente1,0,215
Cliente1,15,201
Cliente1,1,226
Cliente1,16,218
Cliente1,15,204
Cliente1,0,219
Cliente1,16,219
Cliente1,0,227
Cliente1,1,234
Cliente1,15,219
Cliente1,15,219
Cliente1,1,218
Cliente1,16,218
Cliente1,15,222
Cliente1,0,217
Cliente1,16,218
Cliente1,1,218
Cliente1,16,203
Cliente1,1,234
Cliente1,15,219
Cliente1,0,203
Cliente1,0,219
Cliente1,1,234
Cliente1,0,204
Cliente1,0,226
Cliente1,16,204
Cliente1,14,232
Cliente1,17,219
Cliente1,16,218
Cliente1,16,219
Cliente1,16,206
Cliente1,0,219
Cliente1,0,203
Cliente1,16,202
Cliente1,1,234
Cliente1,16,218
Cliente1,1,235
Cliente1,0,219
Cliente1,0,218
Cliente1,16,218
Cliente1,0,220
Cliente1,16,203
Cliente1,0,203
Cliente1,16,203
Cliente1,16,218
Cliente1,0,218
Cliente1,15,189
Cliente1,1,219
Cliente1,0,219
Cliente1,1,218
Cliente1,16,219
Cliente1,16,219
Cliente1,0,236
Cliente1,1,235
Cliente1,16,205
Cliente1,0,221
Cliente1,0,218
Cliente1,15,314
Cliente1,16,202
Cliente1,16,218
Cliente1,16,219
Cliente1,15,204
Cliente1,0,220
Cliente1,0,220
Cliente1,1,225
Cliente1,1,219
Cliente1,0,205
Cliente1,16,209
Cliente1,16,222
Cliente1,16,218
Cliente1,16,219
Cliente1,16,203
Cliente1,0,219
Cliente1,1,218
Cliente1,16,203
Cliente1,1,212
Cliente1,15,204
Cliente1,1,234
Cliente1,1,219
Cliente1,1,225
