Cliente1,343,218
Cliente1,469,218
Cliente1,1,234
Cliente1,0,234
Cliente1,1,219
Cliente1,0,203
Cliente1,0,219
Cliente1,0,221
Cliente1,0,218
Cliente1,0,223
Cliente1,15,219
Cliente1,0,227
Cliente1,1,234
Cliente1,16,219
Cliente1,16,219
Cliente1,16,220
Cliente1,16,218
Cliente1,16,218
Cliente1,0,204
Cliente1,15,204
Cliente1,0,219
Cliente1,0,229
Cliente1,34,203
Cliente1,1,219
Cliente1,0,221
Cliente1,1,224
Cliente1,15,204
Cliente1,1,209
Cliente1,0,203
Cliente1,1,234
Cliente1,15,204
Cliente1,1,218
Cliente1,15,219
Cliente1,0,204
Cliente1,0,204
Cliente1,16,213
Cliente1,1,234
Cliente1,0,218
Cliente1,0,219
Cliente1,16,216
Cliente1,0,220
Cliente1,0,234
Cliente1,0,222
Cliente1,15,191
Cliente1,16,221
Cliente1,16,202
Cliente1,0,219
Cliente1,15,220
Cliente1,1,243
Cliente1,15,203
Cliente1,16,204
Cliente1,15,219
Cliente1,15,219
Cliente1,1,211
Cliente1,0,219
Cliente1,0,219
Cliente1,0,218
Cliente1,16,197
Cliente1,15,205
Cliente1,16,218
Cliente1,0,219
Cliente1,0,218
Cliente1,0,228
Cliente1,16,196
Cliente1,0,219
Cliente1,15,219
Cliente1,0,219
Cliente1,31,203
Cliente1,0,219
Cliente1,15,203
Cliente1,16,219
Cliente1,0,202
Cliente1,1,234
Cliente1,15,219
Cliente1,16,218
Cliente1,1,219
Cliente1,15,219
Cliente1,0,218
Cliente1,0,219
Cliente1,0,218
Cliente1,16,219
Cliente1,16,192
Cliente1,0,250
Cliente1,0,219
Cliente1,1,228
Cliente3,0,227
Cliente3,1,226
Cliente3,0,215
Cliente3,0,219
Cliente3,1,218
Cliente3,0,203
Cliente3,16,220
Cliente3,16,218
Cliente3,16,204
Cliente3,16,218
Cliente1,1,218
Cliente3,0,213
Cliente3,0,218
Cliente3,0,219
Cliente3,0,203
Cliente3,0,219
Cliente3,1,218
Cliente3,0,231
Cliente3,16,211
Cliente3,31,265
Cliente3,0,219
Cliente3,0,219
Cliente3,0,218
Cliente3,1,225
Cliente3,0,219
Cliente3,0,219
Cliente3,16,229
Cliente3,0,218
Cliente3,1,219
Cliente3,16,203
Cliente3,0,219
Cliente3,1,227
Cliente3,16,203
Cliente3,0,220
Cliente3,15,215
Cliente3,0,238
Cliente3,16,219
Cliente3,0,219
Cliente3,0,219
Cliente3,1,280
Cliente3,1,218
Cliente3,0,220
Cliente3,1,229
Cliente3,0,220
Cliente3,0,219
Cliente3,16,207
Cliente3,1,234
Cliente3,3,235
Cliente3,0,226
Cliente3,15,230
Cliente3,15,219
Cliente3,0,212
Cliente3,1,234
Cliente3,1,209
Cliente3,1,234
Cliente3,16,234
Cliente3,16,207
Cliente3,16,219
Cliente3,1,218
Cliente3,32,219
Cliente3,31,203
Cliente4,1,234
Cliente3,10,235
Cliente4,0,220
Cliente5,0,228
Cliente5,15,219
Cliente5,1,219
Cliente5,1,228
Cliente5,0,228
Cliente5,16,195
Cliente5,16,296
Cliente5,16,204
Cliente5,1,203
Cliente5,15,203
Cliente5,15,204
Cliente5,15,218
Cliente5,15,203
Cliente5,0,220
Cliente5,15,219
Cliente5,16,219
Cliente5,16,218
Cliente5,16,203
Cliente5,16,202
Cliente5,1,219
Cliente5,15,219
Cliente5,16,221
Cliente5,0,218
Cliente5,15,220
Cliente5,0,219
Cliente5,1,236
Cliente5,0,203
Cliente5,16,218
Cliente5,1,230
Cliente5,16,218
Cliente5,1,218
Cliente5,15,219
Cliente5,1,218
Cliente5,15,219
Cliente5,1,228
Cliente5,0,225
Cliente5,16,235
Cliente5,15,219
Cliente5,16,210
Cliente5,0,220
Cliente5,15,204
Cliente5,15,220
Cliente5,15,219
Cliente5,1,234
Cliente5,14,236
Cliente5,0,204
Cliente5,0,218
Cliente5,1,218
Cliente5,16,214
Cliente5,0,219
Cliente5,16,218
Cliente6,1,237
Cliente6,15,203
Cliente6,1,234
Cliente6,15,203
Cliente6,1,227
Cliente6,16,211
Cliente6,16,203
Cliente6,32,218
Cliente6,0,219
Cliente6,31,219
Cliente6,0,213
Cliente6,16,212
Cliente6,0,223
Cliente6,16,223
Cliente6,0,219
Cliente6,0,203
Cliente6,15,209
Cliente6,0,237
Cliente6,15,204
Cliente6,16,211
Cliente6,1,241
Cliente6,16,228
Cliente6,0,219
Cliente6,34,203
Cliente6,16,203
Cliente6,15,203
