Cliente,TiempoLLave,TiempoActualizacion
Cliente1,992,218
Cliente1,992,218
Cliente1,0,218
Cliente1,16,218
Cliente1,15,220
Cliente1,16,218
Cliente1,0,220
Cliente1,16,218
Cliente1,1,312
Cliente1,16,203
Cliente1,16,204
Cliente1,0,204
Cliente1,0,219
Cliente1,16,219
Cliente1,0,217
Cliente1,1,218
Cliente1,1,234
Cliente1,0,196
Cliente1,16,201
Cliente1,15,220
Cliente1,15,219
Cliente1,16,217
Cliente1,31,203
Cliente1,0,218
Cliente1,1,218
Cliente1,16,219
Cliente1,15,220
Cliente1,15,218
Cliente1,1,220
Cliente1,15,220
Cliente1,16,219
Cliente1,1,234
Cliente1,15,219
Cliente1,0,209
Cliente1,16,227
Cliente1,16,202
Cliente1,16,204
Cliente1,0,227
Cliente1,16,206
Cliente1,16,218
Cliente1,15,219
Cliente1,16,214
Cliente1,1,222
Cliente1,16,218
Cliente1,15,282
Cliente1,16,218
Cliente1,0,219
Cliente1,16,220
Cliente1,0,214
Cliente1,1,234
Cliente1,16,218
Cliente1,0,203
Cliente1,1,234
Cliente1,0,218
Cliente1,16,202
Cliente1,16,219
Cliente1,0,213
Cliente1,16,218
Cliente1,16,209
Cliente1,0,234
Cliente1,0,220
Cliente1,16,219
Cliente1,15,213
Cliente1,0,213
Cliente1,15,219
Cliente1,1,204
Cliente1,16,209
Cliente1,0,220
Cliente1,0,218
Cliente1,0,203
Cliente1,16,216
Cliente1,16,218
Cliente1,0,224
Cliente1,1,219
Cliente1,0,219
Cliente1,0,219
Cliente1,1,226
Cliente1,0,218
Cliente1,1,219
Cliente1,0,203
Cliente1,16,203
Cliente1,0,234
Cliente1,1,234
Cliente1,16,218
Cliente1,16,218
Cliente1,16,202
Cliente1,1,234
Cliente1,1,216
Cliente1,0,219
Cliente1,3,238
Cliente1,16,218
Cliente1,15,219
Cliente1,15,219
Cliente1,1,227
Cliente1,0,218
Cliente1,16,219
Cliente1,1,218
Cliente1,16,203
Cliente1,1,218
Cliente1,33,218
Cliente1,0,219
Cliente1,16,212
Cliente1,0,207
Cliente1,1,226
Cliente1,0,203
Cliente1,1,218
Cliente1,16,218
Cliente1,1,226
Cliente1,16,218
Cliente1,1,229
Cliente1,0,218
Cliente1,0,204
Cliente1,16,221
Cliente1,16,219
Cliente1,15,298
Cliente1,0,222
Cliente1,1,234
Cliente1,16,210
Cliente1,0,227
Cliente1,15,219
Cliente1,16,219
Cliente1,1,218
Cliente1,16,218
Cliente1,0,216
Cliente1,1,226
Cliente1,16,202
Cliente1,16,219
Cliente1,0,218
Cliente1,1,234
Cliente1,0,204
Cliente1,0,241
Cliente1,0,219
Cliente1,0,202
Cliente1,15,221
Cliente1,0,219
Cliente1,1,319
Cliente1,16,218
Cliente1,1,220
Cliente1,0,203
Cliente1,0,218
Cliente1,16,219
Cliente1,0,227
Cliente1,0,219
Cliente1,16,219
Cliente1,0,220
Cliente1,16,199
Cliente1,1,219
Cliente1,16,203
Cliente1,1,219
Cliente1,0,219
Cliente1,0,219
Cliente1,15,221
Cliente1,1,234
Cliente1,0,219
Cliente3,0,218
Cliente1,16,222
Cliente3,16,202
Cliente3,15,219
Cliente3,0,203
Cliente3,15,220
Cliente3,31,203
Cliente3,0,235
Cliente3,16,218
Cliente3,0,220
Cliente3,16,218
Cliente3,1,219
Cliente3,0,203
Cliente3,16,215
Cliente3,16,210
Cliente3,15,208
Cliente3,16,206
Cliente3,1,228
Cliente3,1,219
Cliente3,15,219
Cliente3,16,213
Cliente3,0,228
Cliente3,0,189
Cliente3,16,218
Cliente3,16,203
Cliente3,0,204
Cliente3,16,202
Cliente3,0,228
Cliente3,16,203
Cliente3,15,204
Cliente3,0,218
Cliente3,16,190
Cliente3,16,218
Cliente3,15,233
Cliente3,1,243
Cliente3,15,219
Cliente3,0,235
Cliente3,16,218
Cliente4,1,234
Cliente4,15,219
Cliente4,0,228
Cliente4,0,218
Cliente4,0,218
Cliente5,0,219
Cliente4,15,203
Cliente5,0,216
Cliente5,15,220
Cliente5,1,219
Cliente5,16,204
Cliente5,16,210
Cliente5,0,222
Cliente5,0,221
Cliente5,0,218
Cliente5,1,312
Cliente5,16,204
Cliente5,0,219
Cliente5,15,220
Cliente5,0,219
Cliente5,0,223
Cliente5,0,204
Cliente5,15,221
Cliente5,0,220
Cliente5,0,219
