Cliente,TiempoLLave,TiempoActualizacion
Cliente1,1027,203
Cliente1,1,218
Cliente1,15,210
Cliente1,0,202
Cliente1,1,234
Cliente1,15,219
Cliente1,1,220
Cliente1,15,204
Cliente1,16,219
Cliente1,1,234
Cliente1,1,239
Cliente1,16,204
Cliente1,1,225
Cliente1,15,219
Cliente1,1,204
Cliente1,16,220
Cliente1,1,234
Cliente1,1,239
Cliente1,1,236
Cliente1,15,228
Cliente1,0,226
Cliente1,15,220
Cliente1,0,220
Cliente1,15,204
Cliente1,1,218
Cliente1,1,226
Cliente1,1,226
Cliente1,1,234
Cliente1,15,211
Cliente1,1,219
Cliente1,15,220
Cliente1,16,200
Cliente1,0,219
Cliente1,1,218
Cliente1,0,219
Cliente1,0,218
Cliente1,1,221
Cliente1,16,219
Cliente1,0,218
Cliente1,1,226
Cliente1,1,234
Cliente1,0,209
Cliente1,0,219
Cliente1,1,218
Cliente1,1,234
Cliente1,16,204
Cliente1,32,203
Cliente1,1,234
Cliente1,0,221
Cliente1,16,203
Cliente1,0,206
Cliente1,1,219
Cliente1,15,204
Cliente1,0,230
Cliente1,1,234
Cliente1,0,204
Cliente1,0,218
Cliente1,0,220
Cliente1,16,297
Cliente1,1,218
Cliente1,0,235
Cliente1,0,218
Cliente1,1,225
Cliente1,1,219
Cliente1,16,205
Cliente1,0,198
Cliente1,0,204
Cliente1,1,225
Cliente1,1,234
Cliente1,1,236
Cliente1,1,219
Cliente1,1,234
Cliente1,0,219
Cliente1,0,218
Cliente1,16,213
Cliente1,15,219
Cliente1,16,219
Cliente1,1,212
Cliente1,16,210
Cliente1,0,204
Cliente1,16,204
Cliente1,1,234
Cliente1,0,219
Cliente1,0,221
Cliente1,15,220
Cliente1,15,220
Cliente1,0,228
Cliente1,16,203
Cliente1,15,220
Cliente1,1,219
Cliente1,1,219
Cliente1,15,204
Cliente1,0,220
Cliente1,1,218
Cliente1,16,218
Cliente1,0,218
Cliente1,15,204
Cliente1,0,219
Cliente1,1,235
Cliente1,16,203
Cliente1,1,218
Cliente1,1,234
Cliente1,1,218
Cliente1,0,219
Cliente1,16,219
Cliente1,1,234
Cliente1,1,219
Cliente1,0,194
Cliente1,0,220
Cliente1,0,219
Cliente2,0,219
Cliente2,0,220
Cliente2,0,219
Cliente2,0,205
Cliente2,1,218
Cliente2,0,216
Cliente2,0,219
Cliente2,0,218
Cliente2,0,219
Cliente2,16,196
Cliente2,0,220
Cliente2,1,234
Cliente2,0,215
Cliente2,15,220
Cliente2,1,218
Cliente2,1,234
Cliente2,0,220
Cliente2,0,219
Cliente2,0,220
Cliente2,1,218
Cliente2,1,234
Cliente2,0,220
Cliente2,0,204
Cliente2,1,218
Cliente2,1,236
Cliente2,15,220
Cliente2,1,228
Cliente2,0,212
Cliente3,1,234
Cliente3,15,220
Cliente3,0,230
Cliente3,1,234
Cliente3,1,213
Cliente3,16,219
Cliente3,0,218
Cliente3,1,218
Cliente3,0,218
Cliente3,15,204
Cliente3,0,218
Cliente3,0,219
Cliente3,1,218
Cliente3,0,219
Cliente3,1,218
Cliente3,1,220
Cliente3,0,218
Cliente3,0,206
Cliente3,1,211
Cliente3,1,234
Cliente3,1,218
Cliente3,16,220
Cliente3,1,234
Cliente3,1,218
Cliente3,15,220
Cliente3,16,219
Cliente3,16,199
Cliente3,15,204
Cliente3,16,219
Cliente3,16,219
Cliente3,1,234
Cliente3,0,203
Cliente3,1,225
Cliente3,14,236
Cliente3,1,234
Cliente3,0,219
Cliente3,1,219
Cliente3,16,219
Cliente3,16,212
Cliente3,0,218
Cliente3,0,218
Cliente3,0,218
Cliente3,1,226
Cliente3,1,234
Cliente3,0,219
Cliente3,16,203
Cliente3,16,210
Cliente3,0,227
Cliente3,16,219
Cliente3,0,228
Cliente3,1,218
Cliente3,1,219
Cliente3,0,219
Cliente3,0,205
Cliente3,1,234
Cliente4,1,234
Cliente4,16,204
Cliente4,0,218
