Cliente,TiempoLLave,TiempoActualizacion
Cliente1,1261,219
Cliente1,1,203
Cliente1,1,218
Cliente1,1,234
Cliente1,16,219
Cliente1,1,234
Cliente1,15,220
Cliente1,0,204
Cliente1,1,204
Cliente1,1,234
Cliente1,0,219
Cliente1,1,220
Cliente1,15,220
Cliente1,1,234
Cliente1,16,227
Cliente1,1,236
Cliente1,1,234
Cliente1,0,218
Cliente1,1,225
Cliente1,1,218
Cliente1,1,218
Cliente1,1,234
Cliente1,1,234
Cliente1,1,218
Cliente1,1,235
Cliente1,0,218
Cliente1,1,234
Cliente1,0,220
Cliente1,16,219
Cliente1,1,218
Cliente1,0,204
Cliente1,3,239
Cliente1,16,219
Cliente1,0,240
Cliente1,0,220
Cliente1,1,220
Cliente1,1,234
Cliente1,0,234
Cliente1,1,217
Cliente1,16,218
Cliente1,14,232
Cliente1,16,219
Cliente1,1,231
Cliente1,1,228
Cliente1,0,219
Cliente1,1,205
Cliente1,31,219
Cliente1,1,218
Cliente1,0,218
Cliente1,16,219
Cliente1,1,222
Cliente1,1,228
Cliente1,0,218
Cliente1,15,198
Cliente1,1,234
Cliente1,0,218
Cliente1,1,218
Cliente1,1,212
Cliente1,0,219
Cliente1,1,234
Cliente1,0,222
Cliente1,15,220
Cliente1,1,226
Cliente1,15,220
Cliente1,0,218
Cliente1,1,218
Cliente1,1,218
Cliente1,1,234
Cliente1,1,220
Cliente1,16,219
Cliente1,1,219
Cliente1,1,218
Cliente1,16,219
Cliente1,1,219
Cliente1,1,229
Cliente1,16,219
Cliente1,16,219
Cliente1,16,204
Cliente1,1,219
Cliente1,1,234
Cliente1,0,220
Cliente1,16,204
Cliente1,1,221
Cliente1,1,218
Cliente1,1,218
Cliente1,16,190
Cliente1,1,211
Cliente1,15,220
Cliente1,1,218
Cliente1,0,204
Cliente1,1,225
Cliente1,1,234
Cliente1,1,228
Cliente1,0,210
Cliente1,1,219
Cliente1,1,234
Cliente1,16,219
Cliente1,1,234
Cliente1,1,218
Cliente1,1,231
Cliente1,16,219
Cliente1,1,229
Cliente1,0,220
Cliente1,0,220
Cliente1,16,204
Cliente1,1,218
Cliente1,1,235
Cliente1,16,218
Cliente1,15,220
Cliente1,1,229
Cliente1,1,234
Cliente1,1,227
Cliente1,16,204
Cliente1,1,234
Cliente1,1,222
Cliente1,1,218
